"","Brain_Young_rep1","Brain_Young_rep2","Brain_Young_rep3","Brain_LTDR_rep1","Brain_LTDR_rep3","Brain_LTAL_rep1","Brain_LTAL_rep2","Brain_STDR_rep2","Brain_STDR_rep3"
"Dgat2l6",3.58466410592426,4.90954591494574,4.51586205419649,0,1.0764659694318,0,0.956865198541044,0,0
"Dgcr14",329.789097745032,308.319483458592,351.334067816487,279.241316128009,377.839555270561,327.278770827559,280.361503172526,371.783750041525,349.645648005826
"Dgcr2",972.877838347844,1040.8237339685,1054.9053758603,911.759110008743,994.654555754982,1041.90646662191,933.900433776059,972.519074967378,727.403508916643
"Dgcr6",390.01145472456,341.704395680223,346.818205762291,379.027838317844,405.827670475788,344.885540144231,329.161628298119,430.596998635664,433.982286720799
"Dgcr8",541.284279994563,596.018874074413,604.222342851491,540.778571867498,566.221099921126,591.380310577646,581.774040712955,466.305042424963,523.589965355458
"Dgka",141.235765773416,115.865283592719,113.799723765752,210.034534609251,184.075680772838,215.424001051051,201.89855689216,211.097552989679,203.813543561185
"Dgkb",4131.6838484883,2061.02737509422,4985.51170783293,1044.53956292264,1340.20013194259,1273.90154467689,906.151343018369,1059.68871127655,969.87134522219
"Dgkd",2221.05788003067,2423.35186361722,2537.91447445843,1381.72144032216,1854.75086533099,2275.41601110173,2356.75898400659,1478.73310750979,1454.80701783329
"Dgke",1858.28987251114,1979.52891290612,1986.07613143562,1424.37213125814,1532.88754047088,1486.21846878971,1393.19572907576,1364.25732006763,1031.36681095186
"Dgkg",1139.20625286273,1347.17939906111,1236.443030439,931.072630432582,1037.71319453225,1577.3593923113,1683.1258842337,840.189265630564,792.413001259434
"Dgkh",1240.29378064979,978.96345544018,1193.99392712955,327.525117187607,418.74526210897,578.952002824701,538.715106778608,349.728781818722,261.794982677729
"Dgki",3145.90121935913,2336.94385551417,3397.73460957744,1329.41398917427,1845.0626716061,1948.13724027417,1734.79660495491,1730.78988719896,1699.03186744539
"Dgkk",13.6217236025122,23.5658203917395,31.6110343793755,34.6033907593786,35.5233769912494,40.3920001970721,23.9216299635261,74.5667973247126,35.1402661312388
"Dgkq",647.390337529921,786.509255574307,729.763307958153,999.474681933679,916.072539986461,976.657850918949,883.186578253384,861.193997271328,889.048733120341
"Dgkz",4552.52341452381,3942.36536970143,4071.50122806356,1624.74990565547,2476.94819566257,4166.5901741749,4771.88674512419,2678.10328419742,1822.02279890473
"Dguok",176.365474011474,202.273291695764,247.469240569968,188.306824132432,247.587172969314,250.637539684396,248.784951620671,226.851101720252,249.495889531795
"Dhcr24",1104.79347744586,1353.07085415905,1013.35944496169,1033.2733426754,1019.41327305191,691.842464913953,531.060185190279,1235.07822047693,1120.97448958652
"Dhcr7",222.966107388489,193.436109048862,160.764689129395,161.750733549653,123.793586484657,97.3550773980713,123.435610611795,199.544950587259,177.458343962756
"Dhdds",736.290007356843,690.282155641371,687.314204648706,725.06174591163,715.849869672146,566.523695071755,573.162253926085,724.663241606361,792.413001259434
"Dhdh",182.100936580952,243.513477381309,177.021792524503,181.868983991153,190.534476589428,238.209231931451,271.749716385656,216.34873589987,159.888210897136
"Dhfr",78.8626103303337,111.937646860763,88.5108962622513,127.952072807935,107.64659694318,101.497846649053,122.478745413254,157.535487305731,145.832104444641
"Dhh",3.58466410592426,1.9638183659783,0,2.4141900529799,3.2293979082954,2.07138462549088,1.91373039708209,4.20094632815282,3.51402661312388
"Dhodh",307.564180288302,305.373755909625,273.661240484307,273.608206004389,302.486937410335,295.17230913245,229.647647649851,285.664350314392,318.019408487711
"Dhps",411.519439360105,371.161671169898,376.622895319987,342.010257505486,347.698508126471,329.35015545305,297.585076746265,386.487062190059,472.636579465162
"Dhrs1",845.263796176941,952.451907499473,845.369376545583,1000.27941195134,975.27816830521,968.372312416986,969.304446122077,1311.74549096572,1699.03186744539
"Dhrs11",49.4683646617548,54.0050050644031,37.0300688444112,94.1534120662161,96.8819372488619,68.355692641199,89.9453286628581,103.973421621782,84.3366387149731
"Dhrs13",112.558452926022,114.88337440973,127.347309928341,122.318962684315,117.334790668066,147.068308409852,152.141566568026,140.731701993119,152.860157670889
"Dhrs2",0.716932821184852,4.90954591494574,1.8063448216786,4.8283801059598,3.2293979082954,7.24984618921808,6.69805638978731,7.35165607426744,3.51402661312388
"Dhrs3",258.812748447732,318.138575288484,235.727999229057,290.507536375248,339.086780371017,409.098463534449,480.346329667604,321.372394103691,237.196796385862
"Dhrs4",140.518832952231,182.635108035981,126.444137517502,185.087904061792,157.164031537043,195.745847108888,192.32990490675,195.344004259106,288.150182276158
"Dhrs7",488.231251226884,421.239039502344,475.068688101471,459.500840083841,397.215942720334,463.990156109957,510.966016020917,444.250074202161,525.34697866202
"Dhrs7b",453.101542988827,457.569679272943,475.97186051231,427.311639377442,414.439398231243,487.811079303102,447.812912917209,479.95811799146,528.861005275144
"Dhrs7c",0.716932821184852,0.981909182989148,0,0,0,0,0.956865198541044,0,1.75701330656194
"Dhrs9",1.4338656423697,2.94572754896744,0,0,1.0764659694318,2.07138462549088,0.956865198541044,9.45212923834385,0
"Dhtkd1",73.8440805820398,90.3356448350016,77.6728273321797,109.443282401756,97.9584032182937,110.819077463762,67.9374290964141,91.3705826373238,101.906771780592
"Dhx15",1565.06434864653,1772.34607529541,1834.34316641462,1788.11009924045,1881.66251456678,1878.74585532023,1897.46368870689,1751.79461883973,1764.04135978819
"Dhx16",379.257462406787,354.469215059082,365.784826389916,347.643367629106,376.76308930113,408.062771221703,382.746079416418,336.075706252226,407.62708712237
"Dhx29",750.62866378054,681.444972994468,866.142341994887,621.251573633495,670.638298956011,732.234465111026,691.813538545175,560.826334808401,713.347402464147
"Dhx30",2177.3249779384,2109.14092506069,2264.25323397412,1862.94999088282,1880.58604859735,1905.67385545161,1620.92964632853,1833.71307223871,1995.96711625436
"Dhx32",653.842732920585,521.393776167237,688.217377059545,437.773129607022,472.56856058056,490.918156241338,530.103319991738,461.053859514772,448.038393173294
"Dhx33",692.557105264567,601.910329172348,671.057101253599,478.81436050768,531.774188899309,550.988310380574,501.397364035507,404.341084084709,356.673701232074
"Dhx34",157.008287839483,134.521558069513,146.313930555966,146.460863214114,144.246439903861,162.603693101034,173.192600935929,154.384777559616,170.430290736508
"Dhx35",306.130314645932,286.717481432831,298.950067987808,325.915657152287,277.728220113404,376.99200183934,335.859684687906,297.216952716812,284.636155663034
"Dhx36",2262.63998365939,2253.48157496009,2554.17157785354,2155.87171731105,2199.21997554917,2419.37724257335,2314.65691527079,1968.1433547396,1417.90973839548
"Dhx37",187.119466329246,167.906470291144,173.409102881145,144.851403178794,156.087565567611,141.889846846125,173.192600935929,151.234067813502,138.804051218393
"Dhx38",786.475304839783,663.770607700664,717.118894206403,588.257642909436,580.21515752374,643.164926214918,616.221187860432,508.314505706491,585.085431085126
"Dhx40",696.141769370491,607.801784270282,720.73158384976,552.044792114737,532.85065486874,546.845541129592,639.185952625417,492.560956975918,462.09449962579
"Dhx57",786.475304839783,782.581618842351,942.911996916228,577.796152679856,654.491309414534,618.308310709027,569.334793131921,553.474678734134,679.96414963947
"Dhx58",22.9418502779153,34.3668214046202,14.4507585734288,66.7925914657773,44.1351047467038,59.03446182649,78.4629462803656,80.8682168169418,68.5235189559156
"Dhx8",696.141769370491,655.915334236751,680.991997772831,477.20490047236,515.627199357832,515.774771747229,518.620937609246,483.108827737574,586.842444391688
"Dhx9",1953.64193772872,1796.89380487014,1936.40164883946,1132.25513484757,1318.67081255395,992.193235610131,1163.54808142591,1677.22782151501,1416.15272508892
"Diablo",430.876625532096,497.827955775498,459.714757117203,523.879241496639,532.85065486874,519.917540998211,494.69930764572,502.013086214262,600.898550844183
"Diap1",625.882352894376,591.109328159467,667.444411610242,319.477817011007,440.274581497606,379.063386464831,423.891282953682,392.788481682289,330.318501633644
"Diap2",525.511757928497,500.773683324465,679.185652951153,311.430516834407,319.710392921244,323.136001576577,371.263697033925,437.948654709932,240.710822998986
"Diap3",45.8837005558305,41.2401856855442,43.3522757202863,33.7986607417186,35.5233769912494,41.4276925098176,88.031598265776,50.4113559378338,42.1683193574865
"Dicer1",916.240145474241,836.586623906754,925.751721110281,805.534747677627,734.149791152487,756.055388304171,819.076609951134,690.005434399101,534.132045194829
"Dido1",1816.70776888242,1822.42344362786,1980.65709697058,1533.8154136599,1694.35743588565,1784.49785486039,1786.46732567613,1502.88854889667,1351.14323274613
"Diexf",232.286234063892,219.947656989569,256.500964678361,213.253454679891,174.387487047951,222.673847240269,201.89855689216,166.987616544075,196.785490334937
"Dimt1",75.2779462244095,76.5889162731535,102.058482424841,66.7925914657773,85.0408115851121,89.0695388961078,92.8159242584813,65.1146680863687,108.93482500684
"Dio1",0,65.7879152602729,2.7095172325179,10.4614902295796,1.0764659694318,0,0.956865198541044,1.05023658203821,3.51402661312388
"Dio2",1724.94036777075,1629.96924376199,1728.67199434642,940.729390644501,1599.62843057565,669.057234033554,1020.01830164475,1115.35125012457,1212.33918152774
"Dio3",10.7539923177728,4.90954591494574,21.6761378601432,1.60946003531993,9.68819372488619,2.07138462549088,5.74119119124626,0,1.75701330656194
"Dip2a",1869.04386482891,1847.95308238558,1657.32137389011,2259.68188958919,2006.53256702087,1744.10585466332,1875.45578914045,1966.04288157552,2032.86439569216
"Dip2b",2402.44188379044,2494.04932479244,2464.75750918045,1817.08037987621,1904.26829992485,1499.6824688554,1727.14168336658,1969.19359132163,1823.77981221129
"Dip2c",2552.28084341807,2279.9931229008,2723.06481868049,1672.22897669741,1832.14507997292,1726.49908534665,1458.26256257655,1618.41457292087,1576.04093598606
"Diras1",990.084226056281,964.234817695343,949.234203792103,1116.16053449437,1169.04204280293,968.372312416986,851.610026701529,1174.16449871871,1707.8169339782
"Diras2",3431.95741501189,3883.45081872208,3869.19060803556,1803.39996957599,2248.73741014303,2017.52862522812,2254.3744077627,1770.69887731641,1382.76947226425
"Dirc2",1350.70143511226,1230.3322062854,1289.73020267852,1219.16597675485,1193.80076009986,1222.11692903962,1149.19510344779,1311.74549096572,1300.18984685583
"Dis3",208.627450964792,219.947656989569,250.178757802486,250.27103549225,235.746047305564,266.172924375578,265.051659995869,200.595187169297,216.112636707118
"Dis3l",511.890034325984,550.851051656912,594.287446332258,629.298873810094,604.973874820671,578.952002824701,587.515231904201,610.187454164197,676.450123026346
"Dis3l2",682.520045767979,635.295241393979,635.833377230866,618.032653562855,499.480209816355,523.024617936447,562.636736742134,581.831066449166,637.795830281984
"Disc1",27.2434472050244,35.3487305876093,34.3205516118933,37.0175808123585,36.5998429606812,46.6061540735448,44.9726643314291,47.2606461917192,57.981439116544
"Disp1",0,0,0,0,0,0,0,0,0
"Disp2",4622.06589817874,4118.12711345649,3908.93019411248,4005.94602791132,3487.74974095903,2822.26155223132,2322.31183685911,4710.31107044135,4104.38308412869
"Dixdc1",2081.25597989963,2312.39612593944,2419.59888863848,2223.46903879449,2163.69659855792,1898.42400926239,1889.80876711856,1927.18412804011,2011.78023601342
"Dkc1",362.768007519535,322.06621202044,374.816550498309,298.554836551848,353.08083797363,347.992617082468,354.996988658727,305.618845373118,310.991355261463
"Dkk1",0.716932821184852,0,0,2.4141900529799,0,0,0.956865198541044,1.05023658203821,0
"Dkk2",11.4709251389576,11.7829101958698,29.8046895576969,10.4614902295796,19.3763874497724,18.6424616294179,11.4823823824925,7.35165607426744,15.8131197590574
"Dkk3",4184.73687725598,3816.68099427882,4072.4044004744,893.250319602563,2168.00246243564,1150.65415946018,1189.38344178652,1623.66575583107,1518.05949686951
"Dkk4",0,1.9638183659783,2.7095172325179,0,1.0764659694318,0,0,0,0
"Dkkl1",149.122026806449,139.431103984459,150.829792610163,1.60946003531993,23.6822513274996,10.3569231274544,2.87059559562313,7.35165607426744,21.0841596787433
"Dlat",1941.45407976858,1879.37417624123,1965.30316598631,1918.47636210136,1889.19777635281,1691.2855467133,1620.92964632853,1929.28460120418,2038.13543561185
"Dlc1",1494.08799934923,1462.06277347084,1337.598340453,859.451658860845,958.054712794301,830.625234821842,872.661061069432,765.622468305851,922.431985945018
"Dld",2188.79590307735,2322.21521776933,2379.85930256155,2651.58540818959,2531.84796010359,2247.4523186576,2464.88475144173,2271.66172694864,2301.68743159614
"Dlec1",32.2619769533183,22.5839112087504,20.7729654493039,49.088531077258,39.8292408689766,40.3920001970721,36.3608775445597,39.9089901174518,31.6262395181149
"Dleu7",111.124587283652,107.028100945817,91.2204134947692,98.177062154516,89.3466754628393,85.9624619578715,52.6275859197574,90.3203460552856,126.50495807246
"Dlg1",4270.05188297698,4314.50895005432,5198.660396791,3066.02136728447,3229.3979082954,2827.44001379505,2845.71710046106,2824.08616910073,2371.96796385862
"Dlg2",5705.35139098905,5044.06747301525,6265.30701399221,2568.69821637061,3390.86780371017,3611.45909454335,3993.95533871032,2680.2037573615,2373.72497716518
"Dlg3",3159.52294296164,2256.42730250906,2815.18840458609,1123.40310465331,1373.57057699498,1136.15446708175,1056.37917918931,908.454643463047,894.319773040027
"Dlg4",4161.79502697807,2947.69136733342,3848.41764258625,1499.21202290052,1882.73898053622,1846.63939362512,1612.31785954166,1888.32537450469,1994.2101029478
"Dlg5",225.116905852044,195.39992741484,193.27889591961,201.987234432652,248.663638938746,215.424001051051,238.25943443672,301.417899044965,270.580049210539
"Dlgap1",5929.03443119873,4795.644449719,4913.25791496578,1700.39452731551,2459.72474015166,2224.6670877772,2359.62957960221,1966.04288157552,1674.43368115353
"Dlgap2",772.853581237271,532.194777180118,715.312549384724,37.8223108300185,178.693350925679,93.2123081470895,39.2314731401828,75.6170339067508,107.177811700278
"Dlgap3",1866.17613354417,1054.57046253034,1642.87061531668,338.791337434846,555.456440226808,542.70277187861,494.69930764572,526.168527601141,476.150606078285
"Dlgap4",1345.68290536397,937.723269754636,1031.42289317848,292.116996410568,517.780131296695,437.062155978575,474.605138476358,433.747708381779,435.739300027361
"Dlgap5",3.58466410592426,7.85527346391318,6.32220687587509,4.8283801059598,2.1529319388636,7.24984618921808,12.4392475810336,15.7535487305731,10.5420798393716
"Dlk1",34.4127754168729,29.4572754896744,37.0300688444112,95.7628721015361,39.8292408689766,28.9993847568723,88.9884634643171,123.927916680508,86.093652021535
"Dlk2",166.328414514886,137.467285618481,179.73130975702,24.946630547459,107.64659694318,74.5698465176716,22.007899566444,26.2559145509551,38.6542927443626
"Dll1",86.7488713633671,64.8060060772838,72.2537928671439,80.4730017659967,54.8997644410217,72.4984618921808,50.7138555226753,74.5667973247126,80.8226121018492
"Dll3",12.9047907813273,10.8010010128806,10.8380689300716,12.8756802825595,10.764659694318,15.5353846911816,4.78432599270522,14.7033121485349,5.27103991968582
"Dll4",13.6217236025122,11.7829101958698,8.12855169755369,15.2898703355394,11.8411256637498,9.32123081470895,5.74119119124626,13.6530755664967,8.78506653280969
"Dlst",1969.41445979479,2159.21829339314,2226.31999271887,2357.05422172604,2031.2912843178,2044.4566253595,2007.50318653911,2303.16882440978,2774.3240110613
"Dlx1",463.138602485414,168.888379474133,229.405792353182,5.63311012361977,69.9702880130669,11.3926154401998,17.2235735737388,5.25118291019103,14.0561064524955
"Dlx2",29.3942456685789,5.89145509793489,4.51586205419649,0,3.2293979082954,0,0,0,0
"Dlx3",1.4338656423697,0,0.903172410839299,0.804730017659967,3.2293979082954,1.03569231274544,3.82746079416418,1.05023658203821,1.75701330656194
"Dlx4",5.73546256947882,10.8010010128806,9.93489651923228,11.2662202472395,5.38232984715899,14.4996923784362,12.4392475810336,9.45212923834385,1.75701330656194
"Dlx5",19.357186171991,1.9638183659783,6.32220687587509,0.804730017659967,2.1529319388636,0,0,0,0
"Dlx6",77.428744687964,16.6924561108155,66.8347584021081,0.804730017659967,7.53526178602259,3.10707693823632,1.91373039708209,0,1.75701330656194
"Dmap1",462.42166966423,496.846046592509,478.681377744828,494.90896086088,495.174345938627,546.845541129592,464.079621292406,517.766634944835,597.384524231059
"Dmbt1",1.4338656423697,18.6562744767938,2.7095172325179,4.8283801059598,6.45879581659079,1.03569231274544,84.2041374716119,139.681465411081,0
"Dmbx1",3.58466410592426,6.87336428092403,9.03172410839299,4.02365008829983,17.2234555109088,6.21415387647264,17.2235735737388,12.6028389844585,22.8411729853052
"Dmc1",4.30159692710911,8.83718264690233,11.7412413409109,5.63311012361977,9.68819372488619,7.24984618921808,3.82746079416418,3.15070974611462,1.75701330656194
"Dmd",3112.20537676344,3326.70831196723,3382.38067859317,2089.88385586293,2427.43076106871,2514.66093534593,2270.6411161379,2127.7793152094,2083.81778158246
"Dmgdh",12.9047907813273,278.862207968918,9.03172410839299,20.1182504414992,6.45879581659079,11.3926154401998,0.956865198541044,10.5023658203821,5.27103991968582
"Dmkn",33.695842595688,14.7286377448372,62.3188963479116,25.7513605651189,24.7587172969314,19.6781539421633,22.007899566444,18.9042584766877,19.3271463721813
"Dmp1",67.3916851913761,50.0773683324465,47.8681377744828,150.484513302414,150.705235720452,93.2123081470895,101.427711045351,180.640692110571,231.925756466176
"Dmpk",96.785930859955,82.4803713710884,63.2220687587509,151.289243320074,143.169973934429,137.747077595143,227.733917252768,141.781938575158,89.6076786346589
"Dmrt1",0,0,0,0,0,1.03569231274544,0.956865198541044,0,0
"Dmrt2",9.32012667540308,4.90954591494574,9.03172410839299,0.804730017659967,5.38232984715899,3.10707693823632,0.956865198541044,2.10047316407641,0
"Dmrt3",7.88626103303337,5.89145509793489,0.903172410839299,0,0,0,0,3.15070974611462,1.75701330656194
"Dmrta1",4.30159692710911,7.85527346391318,6.32220687587509,20.9229804591591,11.8411256637498,3.10707693823632,14.3529779781157,7.35165607426744,19.3271463721813
"Dmrta2",31.5450441321335,17.6743652938047,18.063448216786,0.804730017659967,10.764659694318,4.14276925098176,21.051034367903,1.05023658203821,1.75701330656194
"Dmrtb1",4.30159692710911,1.9638183659783,6.32220687587509,7.2425701589397,9.68819372488619,5.1784615637272,4.78432599270522,3.15070974611462,7.02805322624775
"Dmrtc1a",60.2223569795276,53.023095881414,49.6744825961614,32.9939307240587,53.8232984715899,44.5347694480539,17.2235735737388,36.7582803713372,21.0841596787433
"Dmrtc1b",0,0,0,0.804730017659967,0,0,0,0,0
"Dmrtc1c1",0,0,0,0,0,0,0,0,0
"Dmrtc1c2",0,0,0,0,0,0,0,0,0
"Dmrtc2",0,0,0.903172410839299,0,2.1529319388636,0,2.87059559562313,0,0
"Dmtf1",1086.15322409505,1261.75330014105,1473.97737448974,1034.07807269306,1161.50678101691,1220.04554441413,1194.16776777922,932.610084849926,1024.33875772561
"Dmwd",731.271477608549,584.235963878543,540.097101681901,406.388658918283,465.033298794537,446.383386793284,408.581439777026,464.204569260887,537.646071807953
"Dmxl1",3122.24243626003,3651.72025153664,3635.26895362818,3768.55067270163,3749.33097153096,3432.28432443839,3732.73113950861,3190.61873623207,1995.96711625436
"Dmxl2",8085.56835732276,8166.53867492074,8800.51197121813,6400.82256046738,6013.13890524603,4901.93171622416,4980.48335840613,6001.0518297663,5580.27426164072
"Dna2",20.0741189931759,30.4391846726636,18.063448216786,36.2128507946985,33.3704450523858,35.2135386333449,33.4902819489365,31.5070974611462,42.1683193574865
"Dnahc1",184.251735044507,149.25019581435,195.988413152128,185.892634079452,139.940576026134,147.068308409852,80.3766766774477,110.274841114012,152.860157670889
"Dnahc10",57.3546256947882,40.2582765025551,45.1586205419649,129.561532843255,92.5760733711347,68.355692641199,81.3335418759887,59.8634851761777,47.4393592771723
"Dnahc11",235.153965348632,300.464209994679,128.25048233918,460.305570101501,356.310235881925,633.843695400209,854.480622297152,697.357090473368,221.383676626804
"Dnahc12",54.4868944100488,37.3125489535876,45.1586205419649,154.508163390714,119.48772260693,69.3913849539444,93.7727894570223,49.3611193557956,29.869226211553
"Dnahc14",2.15079846355456,0.981909182989148,1.8063448216786,8.85203019425964,3.2293979082954,5.1784615637272,5.74119119124626,5.25118291019103,1.75701330656194
"Dnahc17",10.0370594965879,15.7105469278264,13.5475861625895,20.1182504414992,10.764659694318,14.4996923784362,11.4823823824925,15.7535487305731,12.2990931459336
"Dnahc2",64.5239539066367,32.4030030386419,42.449103309447,86.9108419072764,67.8173560742033,43.4990771353085,57.4119119124626,36.7582803713372,43.9253326640485
"Dnahc3",37.2805067016123,37.3125489535876,44.2554481311256,175.431143849873,107.64659694318,108.747692838271,72.7217550891193,67.2151412504451,57.981439116544
"Dnahc5",251.643420235883,259.224024309135,261.919999143397,284.874426251628,247.587172969314,188.49600091967,200.941691693619,112.375314278088,86.093652021535
"Dnahc6",148.405093985264,173.797925389079,130.959999571698,342.010257505486,237.898979244428,292.065232194214,416.236361365354,161.736433633884,101.906771780592
"Dnahc7a",2.86773128473941,0,0.903172410839299,0.804730017659967,0,0,0,0,0
"Dnahc7b",134.066437561567,166.924561108155,116.50924099827,381.442028370824,320.786858890676,374.920617213849,371.263697033925,332.924996506111,282.879142356472
"Dnahc7c",0.716932821184852,0.981909182989148,0.903172410839299,0,1.0764659694318,0,0,1.05023658203821,3.51402661312388
"Dnahc8",23.6587830991001,16.6924561108155,12.6444137517502,16.0946003531993,18.2999214803406,24.8566155058905,32.5334167503955,33.6075706252226,8.78506653280969
"Dnahc9",305.413381824747,133.539648886524,163.474206361913,383.051488406144,269.11649235795,179.174770104961,256.439873209,162.786670215922,202.056530254623
"Dnaic1",53.7699615888639,52.0411866984248,36.1268964335719,59.5500213068376,61.3585602576125,39.3563078843267,48.8001251255932,49.3611193557956,57.981439116544
"Dnaic2",58.7884913371579,47.1316407834791,43.3522757202863,162.555463567313,111.952460820907,76.6412311431625,135.874858192828,87.169636309171,110.691838313402
"Dnaja1",1461.10908957473,1526.86877954812,1576.03585691458,1465.4133621588,1265.9239800518,1321.54339106318,1177.90105940403,1140.55692809349,1096.37630329465
"Dnaja2",3322.26669337061,3219.68021102142,3525.08191950578,3006.47134597764,3104.52785584131,2946.54462976078,2735.67760262884,2897.60272984341,2754.99686468912
"Dnaja3",1131.3199918297,1200.87493079573,1182.25268578864,1178.92947587185,1092.61295897328,1155.83262102391,1130.05779947697,1144.75787442164,1215.85320814086
"Dnaja4",387.14372343982,311.26521100756,377.526067730827,287.288616304608,315.404529043517,228.888001116742,258.353603606082,297.216952716812,237.196796385862
"Dnajb1",797.229297157556,998.601639099963,894.140686730906,1129.84094479459,759.98497441885,723.948926609062,554.981815153805,657.448100355916,846.880413762854
"Dnajb11",881.827370057368,794.36452903822,1020.58482424841,723.45228587631,815.961204829303,872.05292733166,818.119744752593,695.256617309292,774.842868193815
"Dnajb12",610.109830828309,449.71440580903,513.001929356722,383.051488406144,393.986544812038,385.277540341303,418.150091762436,404.341084084709,435.739300027361
"Dnajb13",14.338656423697,7.85527346391318,5.41903446503579,25.7513605651189,19.3763874497724,11.3926154401998,20.0941691693619,15.7535487305731,12.2990931459336
"Dnajb14",2274.11090879835,2131.72483626944,2294.05792353182,2060.91357522718,2102.3380383003,1919.1378555173,2001.76199534786,1625.76622899514,1412.6386984758
"Dnajb2",516.191631253094,522.375685350227,515.711446589239,616.423193527535,624.350262270443,652.486157029627,589.428962301283,652.196917445725,1071.77811700278
"Dnajb3",25.8095815626547,12.7648193788589,20.7729654493039,20.9229804591591,18.2999214803406,25.892307818636,31.5765515518545,29.4066242970697,15.8131197590574
"Dnajb4",1142.07398414747,1411.98540513839,1477.59006413309,1636.82085592037,1319.74727852339,1549.39569986718,1343.43873875163,1102.74841114012,1164.89982225057
"Dnajb5",1176.48675956434,1039.84182478551,1206.6383408813,276.022396057369,438.121649558742,367.670771024631,378.918618622253,307.719318537194,368.972794378007
"Dnajb6",376.389731122047,386.872218097724,414.556136575238,355.690667805705,347.698508126471,382.170463403067,359.781314651433,283.563877150315,305.720315341777
"Dnajb7",5.01852974829397,5.89145509793489,2.7095172325179,2.4141900529799,5.38232984715899,3.10707693823632,4.78432599270522,5.25118291019103,0
"Dnajb8",0,0,0,0,0,1.03569231274544,0,0,0
"Dnajb9",350.580149559393,366.252125254952,372.107033265791,460.305570101501,482.256754305446,356.278155584431,413.365765769731,389.637771936174,342.617594779578
"Dnajc1",970.010107063105,966.198636061321,1093.74178952639,822.434078048486,901.002016414416,1350.54277582005,1441.99585420135,1129.00432569107,841.609373843169
"Dnajc10",1805.95377656464,1990.329913919,1984.26978661394,2220.25011872385,2106.64390217803,1999.92185591144,1932.86770105291,1808.50739426979,1634.0223751026
"Dnajc11",983.631830665617,1060.46191762828,1044.97047934107,1027.64023255178,1044.17199034884,1031.54954349446,817.162879554052,1012.42806508483,1214.0961948343
"Dnajc12",237.304763812186,343.668214046202,293.531033522772,535.145461743878,415.515864200674,412.205540472685,320.54984151125,432.69747179974,525.34697866202
"Dnajc13",1363.60622589359,1476.79141121568,1577.84220173625,1219.97070677251,1235.78293290771,1063.65600518957,1166.41867702153,1104.84888430419,913.646919412208
"Dnajc14",858.168586958268,771.78061782947,877.883583335798,712.990795646731,764.290838296577,737.412926674753,687.986077751011,682.653778324833,636.038816975422
"Dnajc15",635.919412390964,677.517336262512,699.958618400456,811.167857801247,751.373246663396,762.269542180643,755.923506847425,779.275543872348,1089.3482500684
"Dnajc16",1046.0049861087,913.175540179907,940.20247968371,653.440774339893,801.96714722669,694.94954185219,617.178053058973,615.438637074388,571.02932463263
"Dnajc17",62.3731554430821,51.0592775154357,61.4157239370723,57.9405612715176,62.4350262270443,69.3913849539444,56.4550467139216,65.1146680863687,73.7945588756014
"Dnajc18",2196.68216411039,2155.29065666118,2335.60385443043,2423.04208317416,2293.94898085916,2316.84370361155,1943.39321823686,2007.00210827501,2166.39740699087
"Dnajc19",173.497742726734,182.635108035981,192.375723508771,224.519674927131,223.904921641814,241.316308869687,248.784951620671,195.344004259106,209.084583480871
"Dnajc2",463.138602485414,441.859132345116,536.484412038543,438.577859624682,443.503979405901,427.740925163866,358.824449452891,358.130674475028,419.926180268303
"Dnajc21",511.1731015048,488.990773128596,584.352549813026,508.589371161099,446.733377314197,318.993232325595,354.040123460186,467.355279007001,556.973218180135
"Dnajc22",2.15079846355456,54.9869142473923,1.8063448216786,5.63311012361977,6.45879581659079,3.10707693823632,1.91373039708209,4.20094632815282,12.2990931459336
"Dnajc24",167.045347336071,168.888379474133,175.215447702824,226.129134962451,179.76981689511,187.460308606925,187.545578914045,201.645423751335,233.682769772738
"Dnajc25",65.2408867278215,81.4984621880993,65.9315859912688,106.224362331116,89.3466754628393,66.2843080157081,81.3335418759887,68.2653778324833,42.1683193574865
"Dnajc27",2677.74408712542,2781.74871540826,2827.83281833784,3330.7775430946,3098.06906002472,2716.62093633129,2382.5943443672,3061.43963664137,3285.61488327083
"Dnajc28",282.471531546832,257.260205943157,328.754757545505,293.726456445888,342.316178279312,275.494155190287,290.887020356477,237.353467540634,279.365115743348
"Dnajc3",1705.58318159876,1961.85454761232,2179.35502735523,2711.13542949643,2584.59479260575,2584.05232029987,2944.27421591079,1933.48554753234,1952.04178359031
"Dnajc30",124.029378064979,94.2632815669582,81.2855169755369,50.6979911125779,54.8997644410217,64.2129233902172,55.4981815153805,67.2151412504451,77.3085854887253
"Dnajc4",179.233205296213,207.18283761071,160.764689129395,213.253454679891,172.234555109088,240.280616556942,211.467208877571,248.906069943055,258.280956064605
"Dnajc5",6831.65285307046,6880.23764520496,7486.39611344695,5926.031850048,5889.34531876137,5765.69910505386,4736.48273277817,5550.50033607191,4940.72141805217
"Dnajc5b",0.716932821184852,0,0.903172410839299,1.60946003531993,0,7.24984618921808,2.87059559562313,4.20094632815282,1.75701330656194
"Dnajc5g",0,0,0,0,0,0,1.91373039708209,0,0
"Dnajc6",8013.15814238309,7503.74997640307,7797.9905951865,5979.94876123122,5781.69872181819,5253.03141024487,4351.82292296467,4942.41335507179,5360.64759832048
