"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610007C21Rik",804.912586624018,0.157590302807629,0.19778896034728,0.796759852172388,0.425590515964798,0.72858017387516
"0610007L01Rik",585.530015554883,-0.127478909427128,0.222744421481025,-0.572310222539008,0.567111825440051,0.821702127676013
"0610007P08Rik",426.010125114494,-0.177948018815513,0.249096302909507,-0.714374387484023,0.474995705285851,0.76139459102301
"0610007P14Rik",598.678357297905,-0.584242992446277,0.203223888459323,-2.87487360307654,0.00404189267924517,0.0507228135484737
"0610007P22Rik",239.64984315455,0.209980831456299,0.280924357722863,0.74746395491789,0.454783552822869,0.747191367786256
"0610009B22Rik",289.950199321649,0.25381987760457,0.256097568009737,0.991106161519347,0.321633744664103,0.645985281730965
"0610009D07Rik",885.091680311283,0.295319051530993,0.203138740482949,1.45378006592387,0.146007291830957,0.437217754707118
"0610009L18Rik",23.1145385485657,-0.133433247698484,0.707582495457483,-0.188576241717532,0.850424955062953,0.94593709963912
"0610009O20Rik",492.003310865548,0.111450654382621,0.228471627364647,0.487809605368386,0.625684707116153,0.849501022349019
"0610010F05Rik",897.660762709343,0.0441044157892391,0.200267315902473,0.220227727078128,0.82569380358736,0.935215134180055
"0610010K14Rik",115.190081104271,0.0684795516229476,0.382262823287694,0.179142588426417,0.857825742134471,0.949328623891245
"0610010O12Rik",785.272856910859,0.316539041616359,0.233084468709441,1.35804433203549,0.174449617543754,0.475322869796808
"0610011F06Rik",336.400497207857,0.283114757585708,0.260689640787319,1.08602227817976,0.277469135990588,0.60254967832817
"0610011L14Rik",770.047551175516,0.00698869765967857,0.193714904378564,0.0360772325810359,0.971220776275739,0.99116171934983
"0610012H03Rik",1.72688509360468,4.4397534115261,3.14718864766507,1.41070457114797,0.158331742569191,NA
"0610030E20Rik",144.876423764016,-0.45915222806503,0.346349382245511,-1.32569091097601,0.184942099243934,0.490099747325015
"0610031J06Rik",395.523733426764,0.10252468175994,0.264624183052527,0.387435043076123,0.698434164981367,0.886481264915893
"0610037L13Rik",512.655104103622,-0.023824960854441,0.223010682987564,-0.106833271551254,0.914921251635065,0.971589983891231
"0610037P05Rik",702.988030283738,0.113530968405032,0.222163329496271,0.511024788215276,0.609333699525204,0.842806349988853
"0610039K10Rik",7.41315518541925,0.786816881948698,1.2442731113078,0.63235062688264,0.527157788704392,NA
"0610040J01Rik",53.7067859287398,-1.23224847542007,0.498184692918055,-2.47347719216807,0.0133805344660557,0.108615096210053
"0910001L09Rik",504.04891343331,0.725424593720132,0.289495477866916,2.50582357646919,0.012216655949182,0.102730663515178
"1100001G20Rik",5.08238646233405,1.04483529142446,1.85010670146777,0.564743260805198,0.572248404654497,NA
"1110001A16Rik",231.531878208407,0.235308163897746,0.300462157979786,0.783154076639418,0.43353663882172,0.73389248046601
"1110001J03Rik",318.10883565797,0.3203962185376,0.257571112543763,1.24391363368888,0.213531351030329,0.52756844435169
"1110002B05Rik",400.914870136687,-0.416227804125712,0.275564051891241,-1.51045755521837,0.130926712015636,0.413124807646077
"1110002E22Rik",5.5224642880828,-1.67505086325974,1.47765238775337,-1.13358925085656,0.256966884030885,NA
"1110002L01Rik",37.2390081218495,-0.597244277016372,0.577702086725377,-1.03382745318053,0.301216834984641,0.627600396354794
"1110002N22Rik",102.64921471504,-0.047476733939032,0.364595101453918,-0.130217695601795,0.896394194716867,0.963612370900186
"1110003E01Rik",1800.94452937883,-0.187396814635344,0.176301249669795,-1.06293525988234,0.287811311525726,0.614741037760367
"1110003O08Rik",193.074298821791,0.850555073636295,0.29488271522067,2.88438429834654,0.00392179841784044,0.0496804878153282
"1110004E09Rik",285.699428151015,0.222422371459337,0.293289033779934,0.758372614866431,0.44822794727509,0.74295497407692
"1110004F10Rik",719.103945110332,-0.120054732007873,0.213661391596469,-0.561892493121144,0.574189268629293,0.825651493939767
"1110005A03Rik",153.060306035034,-0.295229227604908,0.331514240952039,-0.890547648140461,0.373171895441686,0.690510993000722
"1110006G14Rik",1.91126594579962,1.04533268433667,2.28762817643346,0.456950432375945,0.64770667355676,NA
"1110007C09Rik",87.8813026686092,0.743740021036954,0.419418102060353,1.77326638355235,0.0761845766341619,0.305783583049834
"1110008E08Rik",0.43134576332632,0.372660812418557,4.97684529525482,0.0748789223514483,0.940311046995203,NA
"1110008F13Rik",252.186953440218,-0.0227478912783196,0.261473761569014,-0.0869987533044132,0.930672503070385,0.978328388964598
"1110008J03Rik",240.480026688373,0.487778636548539,0.325556135394105,1.49829348464913,0.134057016106901,0.417884288733232
"1110008L16Rik",99.7520805911011,0.171074016406296,0.376567553865132,0.454298344746842,0.649614107279253,0.862294959078682
"1110008P14Rik",593.944955454201,1.31988791864003,0.315771244294029,4.17988636549507,2.91654799315674e-05,0.00152988027834139
"1110012D08Rik",114.003587661699,-0.171056509451774,0.352520430285391,-0.485238569898747,0.627507125347034,0.85122511064554
"1110012J17Rik",1237.065169115,-0.652054097843993,0.188494473564415,-3.45927435172875,0.000541632898096019,0.0127543647768369
"1110012L19Rik",206.905121476617,0.196098761690867,0.314692718830412,0.623143625374266,0.533190143863472,0.800284999353836
"1110014N23Rik",561.667764814168,0.0685931675423824,0.220273791200251,0.31139958670809,0.755496868054733,0.911596496460831
"1110017D15Rik",23.4422525597224,-0.021741084052115,0.748312041084744,-0.0290535002224466,0.976821921573121,0.993569048306933
"1110017F19Rik",3.3587146960408,-0.032333372494147,1.72517499459491,-0.0187420827425911,0.985046856968478,NA
"1110018G07Rik",1346.10972952218,-0.0765527023875133,0.177017371437054,-0.432458700330068,0.665408062611176,0.868987605616625
"1110018J18Rik",375.899463695195,-0.613602352965408,0.23533688020841,-2.60733614052337,0.00912497329592837,0.0852635711165002
"1110020G09Rik",1242.26270515004,0.0951326981398968,0.183810539039902,0.517558452506607,0.604766376158065,0.840846916563064
"1110021J02Rik",131.841311415227,-0.449097594736215,0.33505304240658,-1.34037760561877,0.18012261258078,0.484103389148203
"1110021L09Rik",117.561212038523,-0.464653281722177,0.343146835891328,-1.35409461234062,0.175706194847312,0.476806430463847
"1110025L11Rik",0,NA,NA,NA,NA,NA
"1110028C15Rik",1140.41320884257,-0.166175636785181,0.192368355725463,-0.863840812895115,0.387675344268284,0.701572761916165
"1110031I02Rik",90.5608653591416,0.341976335127216,0.37969784152227,0.900653882456052,0.367772376135988,0.686789264927478
"1110032A03Rik",424.320421335219,0.684417300764523,0.289334512007524,2.36548794686037,0.0180063294048032,0.12978099792271
"1110032A04Rik",88.4580909902802,0.128782839490902,0.383579847491966,0.33573932606978,0.737067447509317,0.902556257282349
"1110032F04Rik",27.3071403247562,-0.0197338839693611,0.769525498989334,-0.0256442236095865,0.979541112316151,0.993809352561935
"1110034A24Rik",111.707575302465,-0.152097915474451,0.360356473652848,-0.422076267793029,0.672969349681749,0.873631144167841
"1110034B05Rik",164.569678849093,-0.239068316794646,0.320762690101773,-0.745312108209324,0.456083063020939,0.748154353665859
"1110034G24Rik",139.95281379639,-0.125672857497073,0.319234684686552,-0.393669182972607,0.693825296304883,0.883343851830277
"1110037F02Rik",913.684764146693,-0.283103705176886,0.191515861440314,-1.47822589235051,0.139347325722459,0.426681062578511
"1110038D17Rik",239.660199534469,0.0606429496843591,0.261012511026223,0.232337329141539,0.816276021103899,0.932081581821987
"1110038F14Rik",135.145571147434,0.214809137187452,0.324852578329725,0.661251138260692,0.508451270991742,0.783325532413472
"1110049F12Rik",907.484507186839,0.363049295878632,0.237235339705411,1.53033395584929,0.12593408742926,0.40407284074539
"1110051M20Rik",1086.306797479,0.510358111169374,0.228053113566274,2.23789144199103,0.0252281352601633,0.161655599653582
