"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610007C21Rik",889.490053825667,0.210861449079175,0.106662693244699,1.97689972627476,0.0480529657812541,0.135786952064198
"0610007L01Rik",788.569455831794,-0.0260148059495144,0.112986782005042,-0.23024645438927,0.81790026599521,0.906414629615907
"0610007P08Rik",538.207209916824,0.171545202985904,0.142467334770253,1.20410200178548,0.228550156327579,0.420572112452172
"0610007P14Rik",755.988669334167,0.496271935650001,0.173632034490314,2.85818188508115,0.00426076087856568,0.0188794413847681
"0610007P22Rik",267.805882995046,0.132748967883628,0.172389997084432,0.770050293687348,0.441270059575223,0.643851900711192
"0610009B22Rik",321.71452526049,0.112259784754957,0.177494427350896,0.632469348082835,0.527080231534558,0.714395789872516
"0610009D07Rik",893.354635952472,0.313384910183313,0.109735782218924,2.85581333496222,0.00429267427691331,0.0189854456328164
"0610009L18Rik",30.8944977086784,-0.00814113741344862,0.470260520578993,-0.0173119729536834,0.986187733999498,0.99280555072418
"0610009O20Rik",554.516545917597,0.203437435705785,0.140693984930604,1.44595688156909,0.148189296092444,0.313061828119723
"0610010F05Rik",1322.7819334947,-0.366317829289567,0.116634199939687,-3.14074113320959,0.00168520915065073,0.00857674450996511
"0610010K14Rik",126.230793523026,0.306402170971746,0.249892994548729,1.22613349575911,0.220148442717256,0.410274681138463
"0610010O12Rik",697.305520396576,0.647233542255493,0.120516400617906,5.37050176521228,7.85178647945869e-08,1.11064619827421e-06
"0610011F06Rik",338.852936970531,0.329724024093019,0.189855872160513,1.73670701011689,0.0824388997733135,0.205169029299675
"0610011L14Rik",1000.01478475782,-0.0528060823557144,0.103198370694865,-0.511694923089921,0.608864539844954,0.77484809787191
"0610012H03Rik",1.28595581014468,-3.41793591520742,4.44222561769807,-0.769419702950291,0.441644195705053,NA
"0610030E20Rik",198.254889838863,0.192272199908372,0.182019045001406,1.05633012142705,0.290817419021262,0.493584671265641
"0610031J06Rik",410.117352207112,0.433630236719282,0.200062245479798,2.16747660549011,0.0301985316411943,0.0944461809752323
"0610037L13Rik",643.851838696422,0.0526800292422407,0.136574681712398,0.385723243735435,0.699701646518176,0.834855835235601
"0610037P05Rik",912.740634695458,-0.141937020307296,0.129137345395001,-1.09911675722576,0.271717141571081,0.47229984858492
"0610039K10Rik",7.35126684332272,-0.123524099647187,0.92974434839629,-0.132858134454114,0.894305577171387,0.945907785246544
"0610040J01Rik",71.3156174654151,0.819517290049905,0.314552069806929,2.60534699565933,0.00917812560383863,0.0361215299385856
"0910001L09Rik",479.162365013743,0.0190432868892182,0.133210730977412,0.14295610233118,0.886324850282703,0.942015629693489
"1100001G20Rik",55.1862809816725,-4.37204403108856,2.94686519108296,-1.4836253943065,0.137908328590015,0.297931517009614
"1110001A16Rik",246.676628945147,0.227755387504772,0.174562565922121,1.30472066735306,0.191987981344171,0.373885824953523
"1110001J03Rik",323.929516771968,0.261881870659156,0.19859907637401,1.3186459647273,0.187287499379969,0.367789229090551
"1110002B05Rik",495.798592112052,0.422930351367681,0.19082095456922,2.2163726846585,0.0266659888312769,0.0855372564451133
"1110002E22Rik",38.9063959615217,-2.41974480019135,0.565828296495372,-4.27646481305154,1.89884553204508e-05,0.000159783774761598
"1110002L01Rik",63.4250739241107,-0.240510836272903,0.334623821026977,-0.718749895135271,0.472295034569274,0.669889293547778
"1110002N22Rik",123.480465814264,0.185873325834616,0.242915246375327,0.765177684843315,0.444165745778196,0.646687091107362
"1110003E01Rik",2391.95798574332,0.0521464645024094,0.0940675636631752,0.554351175598941,0.579338533337148,0.754342501555302
"1110003O08Rik",286.172752425014,-1.03822461583348,0.188132519466157,-5.51858136370858,3.41747235810614e-08,5.20117950802559e-07
"1110004E09Rik",359.033755024038,-0.164729156418495,0.173386083265141,-0.950071385871218,0.34207598139273,0.548967693566433
"1110004F10Rik",966.527518476343,-0.0331353639939855,0.13149965373673,-0.251980617837401,0.801056045244005,0.897711152046034
"1110005A03Rik",223.963463353952,-0.104503429097995,0.172719000580619,-0.605048829293197,0.545146552820318,0.728535631507411
"1110006G14Rik",1.59940223412642,0.0277192890939906,2.06400374665536,0.0134298637485076,0.989284841162238,NA
"1110007C09Rik",62.4888126158472,0.778709250904101,0.41846253683771,1.86088163778949,0.0627608933864901,0.166739597817441
"1110008E08Rik",0.406609883625326,0.673006701957076,4.55924701676642,0.147613564143843,0.88264774974019,NA
"1110008F13Rik",328.698874343985,-0.0331579109426336,0.180176619435618,-0.184030042557668,0.853989886851659,0.925622975126842
"1110008J03Rik",284.788233851111,-0.262192218345021,0.215821750402195,-1.21485539736571,0.224421247822269,0.415386903588463
"1110008L16Rik",123.87668174244,-0.0955478874942776,0.267476569225396,-0.357219653934479,0.720927373553543,0.848453498855377
"1110008P14Rik",870.928888388212,-1.43011140253251,0.125191465630747,-11.4233937219861,3.1950872421047e-30,5.0194556516668e-28
"1110012D08Rik",109.135761390194,0.959915517042991,0.245445211128719,3.91091564846047,9.1946882028352e-05,0.00066482247260439
"1110012J17Rik",1823.11180599698,0.136178068314363,0.165399120068739,0.823330065225063,0.41032032089298,0.614736678740121
"1110012L19Rik",219.398998797322,0.279194743975654,0.212680210263751,1.31274434809622,0.189269108407005,0.370260006350597
"1110014N23Rik",755.018161414886,-0.185220221867324,0.154389203523797,-1.19969672515847,0.230257145366778,0.42285364469878
"1110017D15Rik",27.3820408231348,0.207622815136187,0.585183624861612,0.35479942759042,0.722739857234447,0.849002715744012
"1110017F19Rik",3.65489864944737,0.454056388957657,1.19873371308571,0.378780027625028,0.704851219830923,NA
"1110018G07Rik",2544.30492322879,-0.801135770217756,0.181070623129541,-4.42443813563622,9.66936065548799e-06,8.74012728008422e-05
"1110018J18Rik",449.057602527641,0.681433063004981,0.175929941725684,3.87332057477456,0.000107362455757466,0.000762081001304584
