"","Liver_LTDR_rep1","Liver_LTDR_rep2","Liver_LTDR_rep3","Liver_LTAL_rep1","Liver_LTAL_rep2","Liver_LTAL_rep3","Liver_Young_rep1","Liver_Young_rep2","Liver_Young_rep3","Liver_STDR_rep1","Liver_STDR_rep2","Liver_STDR_rep3"
"Arsi",0,0,0,1.00930843438636,2.77032872759436,6.81769380477082,2.97260868230727,1.28566799781585,0.774848458232122,0,0,0
"Arsj",0,0,1.47600225784947,0,0,0,0,0,0.774848458232122,0,0,0
"Arsk",132.783175169258,130.879595261594,138.006211108926,159.470732633045,170.836938201652,166.723603043941,184.301738303051,186.421859683298,137.923025565318,134.682638161207,165.854075697787,170.73202570406
"Art1",0,0,0,0,0,0.619790345888256,5.94521736461455,1.28566799781585,0,0,0,0
"Art2b",5.59087053344245,7.40827897707134,0.738001128924736,5.0465421719318,15.698529456368,9.29685518832385,20.8082607761509,10.2853439825268,6.9736361240891,4.1124469667544,3.38477705505688,7.71047858018333
"Art3",49.6189759843018,39.5108212110472,39.8520609619357,38.3537205066817,57.2534603702834,44.6249049039545,41.6165215523018,39.8557079322912,23.2454537469637,47.2931401176756,37.2325476056257,37.4508959608905
"Art4",45.4258230842199,37.0413948853567,53.136081282581,91.8470675291588,106.195934557784,118.379956064657,47.5617389169164,79.7114158645824,39.5172713698382,132.626414677829,194.060551156595,85.9167613220429
"Art5",0,0,0,0,0,0,2.97260868230727,0,0,0,1.12825901835229,0
"Artn",0,0,0,0,0,1.23958069177651,0,0,0.774848458232122,0,0,0
"Arv1",6.98858816680307,5.76199475994438,5.16600790247315,10.0930843438636,7.38754327358496,8.05727449654733,8.91782604692182,16.713683971606,16.2718176228746,12.3373409002632,15.7956262569321,9.91347246023571
"Arvcf",326.367067389703,268.344327391695,254.610389479034,289.671520668886,315.817474945757,314.233705365346,181.329129620744,227.563235613405,220.056962137923,321.798975148532,509.973076295237,367.899977968748
"Arx",0,0,0,0,0,0.619790345888256,0,0,0,0,0,0
"Arxes1",0.698858816680307,0,0,0,0,0,0,0,0,4.1124469667544,0,0
"Arxes2",0,0,0,2.01861686877272,1.84688581839624,1.85937103766477,0,2.57133599563169,0.774848458232122,6.1686704501316,0,0
"As3mt",910.61303813444,701.317076496087,863.461320841941,2068.07298205765,1507.05882781133,1326.35134020087,731.26173584759,757.258450713533,844.584819473013,1171.01927378332,1153.08071675604,1167.58675642776
"Asah1",1109.78780088833,912.864598396902,1076.74364710119,970.954713879679,1214.32742559553,1405.06471412868,624.247823284528,705.831730800899,633.051190375644,962.312590220529,878.913775296437,884.502042841031
"Asah2",396.252949057734,416.509906933122,461.988706706885,330.04385804434,511.587371695758,371.874207532954,555.87782359146,462.840479213705,353.330896953848,276.562058514233,302.373416918415,375.610456548931
"Asap1",273.253797322,291.392306431473,304.794466245916,155.4334988955,171.76038111085,218.166201752666,359.68565055918,303.41764748454,284.369384171189,154.21676125329,270.782164404551,225.806872705369
"Asap2",37.7383761007366,51.0348107309359,56.0880857982799,187.731368795863,224.396626935143,166.723603043941,419.137824205326,362.558375384069,255.6999912166,81.2208275933994,160.212780606026,192.761964504583
"Asap3",143.266057419463,138.287874238665,183.762281102259,87.8098337916134,55.4065745518872,104.744568455115,35.6713041876873,65.5690678886081,69.736361240891,142.907532094715,111.697642816877,94.7287368422524
"Asb1",133.482033985939,141.580442672919,125.460191917205,116.070469954431,107.119377466982,130.775762982422,74.3152170576819,87.4254238514775,130.949389441229,137.766973386272,164.725816679435,139.890111383326
"Asb10",0.698858816680307,0.823142108563482,0,1.00930843438636,0,1.85937103766477,0,2.57133599563169,0.774848458232122,0,5.64129509176147,0
"Asb11",0,0,1.47600225784947,0,0,0,0,3.85700399344754,0.774848458232122,1.0281117416886,0,0
"Asb12",0,0,0,0,0,0,2.97260868230727,0,0,0,1.12825901835229,0
"Asb13",395.554090241054,308.678290711306,464.202710093659,723.674147455021,529.132786970522,464.222969070304,404.274780793789,419.127767287966,504.426346309112,357.782886107633,233.549616798925,424.076321910083
"Asb14",2.09657645004092,1.64628421712696,3.69000564462368,1.00930843438636,0,1.23958069177651,2.97260868230727,5.14267199126338,0.774848458232122,0,3.38477705505688,0
"Asb15",0.698858816680307,0,0.738001128924736,1.00930843438636,0,0,0,2.57133599563169,2.32454537469637,1.0281117416886,0,1.10149694002619
"Asb16",2.09657645004092,1.64628421712696,0.738001128924736,2.01861686877272,4.6172145459906,1.85937103766477,5.94521736461455,0,0.774848458232122,0,0,1.10149694002619
"Asb17",0,0,0,0,0,0,0,0,0,0,0,0
"Asb18",0,0,0,0,0,0,0,0,0.774848458232122,2.0562234833772,0,0
"Asb2",19.5680468670486,36.2182527767932,17.7120270941937,77.7167494477498,155.138408745284,425.176177279344,68.3699996930673,35.9987039388437,66.6369674079625,21.5903465754606,34.9760295689211,50.6688592412048
"Asb3",121.601434102373,150.635005867117,148.338226913872,217.001313393068,189.305796385614,169.202764427494,175.383912256129,163.279835722612,163.493024686978,172.722772603685,129.749787110514,148.702086903536
"Asb4",8.38630580016368,13.1702737370157,19.9260304809679,17.1582433845681,18.4688581839624,17.9739200307594,8.91782604692182,10.2853439825268,6.19878766585698,12.3373409002632,13.5391082202275,9.91347246023571
"Asb5",0,0.823142108563482,0,1.00930843438636,1.84688581839624,1.23958069177651,2.97260868230727,2.57133599563169,2.32454537469637,0,1.12825901835229,0
"Asb6",94.3459402518414,100.423337244745,84.1321286974199,86.800525357227,90.4974051014157,81.1925353113616,80.2604344222964,57.8550599017131,81.3590881143728,137.766973386272,122.9802330004,102.439215422436
"Asb7",178.907857070159,203.31610081518,208.116318356776,176.628976017613,166.219723655662,169.202764427494,335.904781100722,196.707203665824,221.606659054387,166.554102153553,218.882249560345,191.660467564557
"Asb8",257.180044538353,258.466622088933,245.016374803012,250.308491727817,331.516004402125,250.395299738856,234.836085902275,212.135219639615,237.878476677262,241.606259296821,245.9604660008,254.44579314605
"Asb9",0,0,0,0,0,0,0,0,0,0,0,0
"Ascc1",100.635669601964,139.111016347229,118.080180627958,134.238021773386,115.430363649765,114.661213989327,127.822173339213,170.993843709508,151.095449355264,159.357319961733,162.46929864273,152.006577723614
"Ascc2",328.463643839744,362.182527767932,304.056465116991,272.513277284317,265.951557849058,295.639994988698,321.041737689186,350.987363403726,329.310594748652,293.011846381251,342.990741579097,365.696984088695
"Ascc3",1305.46826955881,1290.68682622754,1342.42405351409,1385.78048041247,1360.23140524883,1064.79981423602,903.673039421411,1234.24127790321,1258.35389616897,1038.39285910549,1243.34143822423,1202.8346585086
"Ascl1",0.698858816680307,0.823142108563482,1.47600225784947,2272.96259423808,2581.02293120874,1.85937103766477,0,0,0,25.702793542215,1.12825901835229,278.678725826626
"Ascl2",0,0,0,0,0,0.619790345888256,0,0,0,0,0,1.10149694002619
"Ascl3",0.698858816680307,0,1.47600225784947,1.00930843438636,0.923442909198119,1.23958069177651,0,0,0,0,0,2.20299388005238
"Asf1a",163.532963103192,139.934158455792,154.980237074195,175.619667583227,132.975778924529,113.421633297551,145.657825433056,142.709147757559,151.870297813496,163.469766928487,198.573587230004,140.991608323352
"Asf1b",10.4828822502046,9.05456319419831,7.38001128924736,17.1582433845681,16.6219723655662,23.5520331437537,11.8904347292291,3.85700399344754,6.19878766585698,3.0843352250658,2.25651803670459,6.60898164015714
"Asgr1",5868.31748366454,5772.6956073557,6196.99547958101,13398.5694664789,13524.7448481157,4937.24989534585,4075.44650344327,5926.92946993105,5520.02041644564,7113.50514074342,5127.93723841118,7093.64029376867
"Asgr2",2176.24635514248,2024.92958706617,2361.60361255915,3759.67391808919,4583.04715835027,1719.29841949402,1337.67390703827,1856.50458884608,1747.28327331344,2662.80941097347,2074.86833474987,3161.29621787517
"Ash1l",1674.46572476602,1573.84771157338,1780.05872296646,831.670149934361,871.730106283025,870.185645627112,1465.49608037749,1317.80969776124,1291.67237987295,1154.5694859163,1598.7430290052,1570.73463647735
"Ash2l",285.134397205565,278.222032694457,267.894409799679,321.969390569249,290.884516397408,286.343139800374,240.781303266889,282.846959519486,317.68786787517,228.240806654869,286.577790661483,317.231118727543
"Asl",7824.42331155271,7430.50381400256,9895.85713775178,11138.7278818879,8683.13367518992,8287.83650521776,8031.98865959426,8495.69412956711,7342.46399020759,15256.1501349171,20431.6425633417,12200.1801077301
"Asna1",235.515421221263,272.460037934513,248.706380447636,435.011935220521,417.39619495755,361.337771652853,246.726520631504,341.987687419015,283.594535712957,378.345120941405,320.425561212052,292.998186046967
"Asns",1.39771763336061,2.46942632569045,5.90400903139789,5.0465421719318,6.46410036438684,10.5364358801004,11.8904347292291,7.71400798689508,9.29818149878547,20.562234833772,49.6433968075009,3.30449082007857
"Asnsd1",735.199475147683,643.697128896643,706.267080380972,936.638227110543,733.213669903307,742.508834374131,656.946518789908,681.404038842398,596.633312838734,792.67415284191,655.518489662683,598.112838434221
"Aspa",269.060644421918,253.527769437553,247.968379318711,428.956084614203,367.530277860852,182.218361691147,237.808694584582,214.706555635246,225.480901345548,321.798975148532,297.860380845006,175.138013464164
"Aspdh",646.444405429284,685.677376433381,605.160925718283,1341.37090929947,1267.88711432902,783.414997202756,942.316952291406,1068.39010618497,906.572696131583,519.196429552743,535.92303371734,712.668520196945
"Aspg",1795.36830005171,2097.36609261975,1684.11857620625,2550.52241369433,2125.76557697407,1313.33574293722,1394.15347200211,2147.06555635246,1783.70115085035,1926.68140392444,1674.3363832348,1528.87775275635
"Asph",889.647273634031,857.714077123149,869.365329873339,1174.83501762572,905.897493923355,927.82614779472,796.65912685835,910.252942453619,963.91148204076,755.662130141121,690.494519231604,723.683489597207
"Asphd1",0,1.64628421712696,2.21400338677421,0,0,0,0,0,1.54969691646424,2.0562234833772,0,0
"Asphd2",0,0,0,0,0,0,0,0,1.54969691646424,2.0562234833772,0,0
"Aspm",26.5566350338517,19.7554106055236,28.04404289914,29.2699445972045,23.086072729953,50.2030180169488,5.94521736461455,25.7133599563169,10.0730299570176,9.2530056751974,16.9238852752844,12.1164663402881
"Aspn",3.49429408340153,1.64628421712696,2.21400338677421,2.01861686877272,4.6172145459906,3.71874207532954,20.8082607761509,10.2853439825268,6.9736361240891,3.0843352250658,3.38477705505688,0
"Asprv1",0.698858816680307,1.64628421712696,0.738001128924736,0,2.77032872759436,5.57811311299431,2.97260868230727,0,2.32454537469637,5.140558708443,3.38477705505688,1.10149694002619
"Aspscr1",598.922005895023,802.563555849395,617.706944910004,761.018559527316,764.610728816043,657.59755698744,790.713909493735,728.973754761585,800.418457353782,724.818777890463,775.113945608026,830.528692779748
"Asrgl1",355.719137690276,311.147717036996,337.266515918604,224.066472433772,228.090398571936,287.582720492151,118.904347292291,155.565827735717,267.322718090082,357.782886107633,374.581994092962,315.02812484749
"Ass1",3054.71188770962,2748.47150049347,3349.78712418938,3405.40665761958,3610.66177496465,4827.54700412363,3959.51476483329,5142.67199126338,3964.89956077377,4407.51503661903,6963.61466127036,3381.5956058804
"Aste1",81.7664815515959,87.2530635077291,70.8481083767746,38.3537205066817,49.8659170966985,40.2863724827367,53.5069562815309,66.854735886424,41.8418167445346,58.6023692762502,75.5933542296037,61.6838286414667
"Astl",0,0,0.738001128924736,0,0,0,0,0,0,0,0,0
"Astn1",2.79543526672123,0.823142108563482,0.738001128924736,3.02792530315908,3.69377163679248,9.29685518832385,2.97260868230727,2.57133599563169,4.64909074939273,37.0120227007896,2.25651803670459,3.30449082007857
"Astn2",34.9429408340153,37.0413948853567,13.2840203206452,18.1675518189545,28.6267301851417,41.5259531745132,38.6439128699946,56.5693919038972,35.6430290786776,52.4336988261186,85.7476853947744,47.3643684211262
"Asxl1",408.832407757979,441.204170190027,499.626764282046,200.852378442886,254.870242938681,290.681672221592,383.466520017638,335.559347429936,370.377563034954,287.871287672808,421.968872863758,442.801769890529
"Asxl2",697.461099046946,750.705603009896,740.21513231151,447.123636433158,519.898357878541,448.108420077209,648.028692742986,681.404038842398,636.925432666804,491.437412527151,595.720761690011,615.73678947464
"Asxl3",0,0,0,0,0.923442909198119,0.619790345888256,5.94521736461455,2.57133599563169,0.774848458232122,0,1.12825901835229,0
"Asz1",0,0,0,0,0.923442909198119,0.619790345888256,0,0,0,1.0281117416886,0,0
"Atad1",944.158261335094,904.633177311267,1068.62563468302,1204.10496222293,1005.62932811675,881.961662198989,868.001735233724,916.681282442698,917.420574546833,945.862802353512,891.324624498312,842.645159120036
"Atad2",197.777045120527,171.213558581204,201.474308196453,118.089086823204,117.277249468161,210.728717602007,74.3152170576819,120.85279179469,122.426056400675,124.401520744321,102.671570670059,100.236221542383
"Atad2b",334.054514373187,278.222032694457,332.838509145056,187.731368795863,207.774654569577,176.640248578153,303.206085595342,376.700723360043,326.986049373956,237.493812330067,225.651803670459,366.798481028721
"Atad3a",587.740264828138,772.107297832546,437.634669452368,472.356347292817,388.769464772408,428.275129008785,585.603910414533,578.550599017131,571.063313717074,470.875177693379,714.187958617002,566.169427173462
"Atad5",23.0623409504501,32.1025422339758,36.1620553173121,31.2885614659772,33.2439447311323,53.30196974639,89.1782604692182,43.7127119257388,56.5639374509449,29.8152405089694,40.6173246606826,25.3344296206024
"Atat1",39.8349525507775,50.2116686223724,60.5160925718283,90.8377590947725,79.4160901910383,74.3748415065908,71.3426083753746,111.853115809979,95.306360362551,64.7710397263818,39.4890656423303,88.1197552020952
"Atcay",0,2.46942632569045,0,0,0,0,0,0,1.54969691646424,23.6465700588378,0,0
"Ate1",605.910594061826,540.804365326208,628.776961843875,653.022557047975,647.333479347882,563.389424412425,618.302605919913,623.548978940685,582.686040590556,563.405234445353,499.818745130066,587.09786903396
"Atf1",191.487315770404,182.737548101093,213.282326259249,121.117012126363,141.286765107312,121.478907794098,270.507390089962,241.705583589379,191.387569183334,110.00795636068,136.519341220628,101.33771848241
"Atf2",561.882488610967,536.68865478339,563.832862498498,421.890925573499,463.568340417456,441.910516618327,659.919127472215,602.978290975632,637.700281125037,354.698550882567,447.918830285861,420.771831090005
"Atf3",80.3687639182353,49.3885265138089,86.3461320841941,29.2699445972045,39.7080450955191,67.5571477018199,23.7808694584582,19.2850199672377,26.3448475798922,69.9115984348248,85.7476853947744,40.755386780969
"Atf4",1227.19608209062,1048.68304630988,1098.14567984001,1197.03980318222,1085.96886121699,1128.63821986251,1376.31781990827,845.969542562827,1181.64389880399,960.256366737152,944.35279836087,1238.08256058944
"Atf5",670.904464013095,630.526855159628,521.028797020864,1719.86157219436,1568.00605981841,1180.70060891713,2746.69042245192,2311.63106007289,1789.12509005797,634.344944621866,1573.92133060145,1610.38852631829
"Atf6",1961.69669842162,1695.67274364077,2287.80349966668,1822.81103250177,1636.34083509907,1375.93456787193,1352.53695044981,1535.08758939212,1569.84297637828,1825.92645323895,1778.13621292322,2205.19687393243
"Atf6b",91.5505049851202,82.3142108563482,74.5381140213983,201.861686877272,166.219723655662,174.1610871946,163.4934775269,201.849875657088,292.892717211742,126.457744227698,122.9802330004,118.961669522829
"Atf7",122.999151735734,136.641590021538,119.556182885807,49.4561132849317,56.3300174610853,52.6821794005018,127.822173339213,125.995463785953,96.8560572790153,90.4738332685968,113.954160853582,135.484123623221
"Atf7ip",434.690183975151,452.728159709915,473.058723640756,425.928159311044,442.329153505899,484.676050484616,716.398692436053,530.980883097944,705.112096991231,323.855198631909,477.25356476302,445.004763770581
"Atf7ip2",1.39771763336061,0,0,0,0,1.23958069177651,0,1.28566799781585,0,0,0,0
"Atg10",66.3915875846291,69.967079227896,76.0141162792478,148.368339854795,140.363322198114,74.3748415065908,80.2604344222964,59.1407278995289,62.7627251168019,63.7429279846932,54.1564328809101,58.3793378213881
"Atg12",498.985195109739,467.544717664058,494.460756379573,803.409513771543,766.457614634439,521.243680892024,523.17912808608,451.269467233362,455.610893440488,469.84706595169,416.327577771997,609.127807834483
"Atg13",361.310008223719,430.503322778701,352.764539626024,334.081091781885,305.659602944578,270.848381153168,451.836519710706,496.267847156917,542.393920762486,248.803041488641,342.990741579097,262.156271726233
"Atg14",394.156372607693,306.208864385615,352.026538497099,225.075780868158,277.956315668634,196.473539646577,228.89086853766,311.131655471435,196.811508390959,226.184583171492,232.421357780573,198.269449204714
"Atg16l1",670.205605196414,660.983113176476,590.400903139789,444.095711129999,485.730970238211,443.769887655992,410.219998158404,512.981531128523,617.554221211001,632.288721138489,626.183755185523,864.67509792056
"Atg16l2",67.7893052179898,75.7290739878404,101.844155791614,63.5864313663407,119.124135286557,81.8123256572498,44.5891302346091,77.1400798689507,58.1136343674092,100.754950685483,152.31496747756,110.149694002619
"Atg2a",501.08177155978,711.194781798849,474.534725898605,310.866997790999,447.869810961088,344.603432313871,520.206519403773,709.688734794347,593.533919005806,371.148338749584,790.909571864958,599.214335374248
"Atg2b",961.629731752102,963.076267019274,1019.91756017399,614.668836541294,529.132786970522,500.790599477711,665.864344836829,777.829138678587,709.761187740624,739.212342274103,806.70519812189,970.418804163074
"Atg3",1005.65783720296,889.816619357124,1008.84754324011,1398.9014900595,1309.44204524293,978.029165811669,1346.5917330852,1193.09990197311,917.420574546833,1129.89480411577,845.066004745868,1293.15740759075
"Atg4a",61.499575867867,60.0893739251342,57.5640880561294,99.9215350042497,87.7270763738213,86.1508580784676,95.1234778338328,60.4263958973448,52.6896951597843,70.9397101765134,54.1564328809101,47.3643684211262
"Atg4b",349.429408340153,344.073401379536,374.166572364841,435.011935220521,382.305364408021,383.030433758942,326.9869550538,389.557403338201,382.775138366668,422.553925834014,425.353649918815,436.192788250371
"Atg4c",181.70329233688,205.785527140871,206.640316098926,133.228713339,142.21020801651,216.92662106089,193.219564349973,212.135219639615,230.12999209494,164.497878670176,148.930190422503,144.296099143431
"Atg4d",253.685750454951,312.794001254123,261.252399639356,240.215407383954,212.391869115567,200.812072067795,184.301738303051,246.848255580642,202.235447598584,270.393388064102,292.219085753244,236.821842105631
"Atg5",734.500616331002,776.223008375364,755.71315601893,1636.08897214029,1304.82483069694,1092.690379801,1183.0982555583,1031.10573424831,1149.10026355824,898.569662235836,861.989890021153,845.949649940114
"Atg7",392.758654974332,446.966164949971,379.332580267314,570.259265428294,657.491351349061,428.894919354673,496.425649945315,651.833674892634,563.314829134753,390.682461841668,380.223289184723,513.297574052205
"Atg9a",597.524288261662,689.793086976198,563.094861369574,474.37496416159,499.582613876183,372.493997878842,621.27521460222,619.691974947238,591.984222089341,507.887200394168,552.846918992624,612.432298654562
"Atg9b",1.39771763336061,3.29256843425393,2.21400338677421,4.03723373754544,0.923442909198119,5.57811311299431,2.97260868230727,1.28566799781585,4.64909074939273,5.140558708443,0,0
"Athl1",389.963219707611,426.387612235884,321.03049108226,454.188795473862,437.711938959909,359.478400615189,332.932172418415,430.698779268308,425.391803569435,355.726662624255,319.297302193699,302.911658507202
"Atic",356.417996506956,426.387612235884,326.196498984733,516.765918405817,380.458478589625,418.358483474573,428.055650252248,326.559671445225,501.326952476183,319.742751665155,372.325476056257,317.231118727543
"Atl1",8.38630580016368,14.8165579541427,12.5460191917205,18.1675518189545,23.086072729953,12.3958069177651,20.8082607761509,16.713683971606,32.5436352457491,22.6184583171492,12.4108492018752,12.1164663402881
"Atl2",1452.22862106168,1545.03773777366,1676.00056378808,2156.89212428365,2088.82786060615,1025.13323209918,1667.63347077438,1884.78928479803,1235.88329088023,1626.47277535136,2531.81323718255,1935.33012362602
"Atl3",2866.71886602262,2643.10931059734,3087.05872229217,1860.15544457406,1834.88106057666,2026.09464070871,3040.97868200034,2949.32238698955,2723.59233068591,2075.75760646928,2174.15512836487,1997.01395226748
"Atm",719.125722364036,783.631287352435,622.872952812477,386.565130369976,395.233565136795,450.587581460762,448.863911028398,447.412463239914,440.888772734078,493.493636010528,509.973076295237,465.933205631079
"Atmin",202.669056837289,239.534353591973,199.260304809679,119.098395257591,133.899221833727,138.833037478969,172.411303573822,150.423155744454,130.949389441229,141.879420353027,173.751888826253,223.603878825317
"Atn1",76.1756110181534,108.65475833038,98.1541501469899,17.1582433845681,19.3923010931605,27.2707752190833,184.301738303051,116.995787801242,86.0081788637656,48.3212518593642,81.2346493213652,64.9883194615452
"Atoh1",0.698858816680307,0,0,0,0.923442909198119,0,0,0,0,0,0,0
"Atoh7",0,0,0,0,0,0,0,0,0,0,0,0
"Atoh8",343.838537806711,264.228616848878,309.222473019464,478.412197899135,827.404846641515,98.5466649962328,214.027825126124,222.420563622141,222.381507512619,339.276874757238,447.918830285861,437.294285190398
"Atox1",933.67537908489,889.816619357124,995.563522919469,864.977328269111,899.433393558968,1164.58605992403,490.4804325807,815.113510615246,874.803909344066,1175.13172075007,990.611418113314,1115.81640024653
"Atp10a",2.09657645004092,4.11571054281741,2.95200451569894,10.0930843438636,5.54065745518872,16.7343393389829,2.97260868230727,11.5710119803426,13.9472722481782,11.3092291585746,12.4108492018752,8.81197552020952
"Atp10b",0,1.64628421712696,1.47600225784947,1.00930843438636,2.77032872759436,1.85937103766477,0,0,5.42393920762485,1.0281117416886,0,2.20299388005238
"Atp11a",155.146657303028,143.226726890046,154.980237074195,132.219404904613,151.444637108492,687.967283935965,377.521302653024,176.136515700771,208.434235264441,275.533946772545,192.932292138242,264.359265606286
"Atp11b",912.709614584481,796.801561089451,1022.86956468968,479.421506333521,443.252596415097,428.275129008785,731.26173584759,925.680958427409,657.846341039072,603.501592371208,720.957512727116,621.244274174771
"Atp11c",4704.01869507514,4616.18094482401,5411.76227840509,3378.15532989115,3180.33737927832,3247.70141245446,5457.70954071616,5362.52121888989,4995.44801022249,3027.78907927293,2945.88429691784,2521.32649571995
"Atp12a",0,1.64628421712696,0,0,0,0,0,1.28566799781585,1.54969691646424,0,0,0
"Atp13a1",615.69461749535,613.240870879794,655.345002485166,480.430814767908,487.577856056607,448.108420077209,359.68565055918,559.265579049893,574.162707550003,659.019626422392,649.877194570921,681.826605876212
"Atp13a2",289.327550105647,303.739438059925,304.794466245916,182.684826623931,326.898789856134,519.384309854359,154.575651479978,173.565179705139,180.539690768084,346.473656949058,363.299403909439,339.261057528067
"Atp13a3",3762.65586900677,3287.62958160255,4122.47430617358,3030.95322846224,2689.98919449412,2090.55283668109,2850.73172633268,3259.16837446317,3826.20168675022,2667.94996968192,2904.1387132388,3120.5408310942
"Atp13a4",0,0,0,0,0,0,0,0,0,7.1967821918202,0,2.20299388005238
"Atp13a5",0,0,1.47600225784947,0,0,1.85937103766477,0,0,0,2.0562234833772,0,0
"Atp1a1",5039.47092708169,5103.48107309359,5613.23658660154,2416.28439192095,2071.28244533138,3453.47180728936,3400.66433255952,3941.85808130338,3189.27625408342,5066.53466304142,4351.6950337848,5018.42005875932
"Atp1a2",4.89201171676215,6.58513686850786,9.59401467602157,8.07446747509089,10.1578720011793,12.3958069177651,59.4521736461455,20.5706879650535,17.0466660811067,312.545969473334,55.2846918992624,24.2329326805762
"Atp1a3",0.698858816680307,0,1.47600225784947,1.00930843438636,3.69377163679248,3.71874207532954,8.91782604692182,2.57133599563169,8.52333304055334,156.272984736667,3.38477705505688,8.81197552020952
"Atp1a4",0,2.46942632569045,0,0,0.923442909198119,4.33853242121779,2.97260868230727,0,0.774848458232122,0,1.12825901835229,1.10149694002619
"Atp1b1",638.05809962912,613.240870879794,554.238847822477,193.787219402181,166.219723655662,285.103559108598,618.302605919913,604.263958973448,453.286348065791,514.0558708443,896.965919590074,385.523929009167
"Atp1b2",1.39771763336061,0.823142108563482,1.47600225784947,1.00930843438636,2.77032872759436,3.09895172944128,0,2.57133599563169,5.42393920762485,54.4899223094958,4.51303607340918,2.20299388005238
"Atp1b3",605.910594061826,558.090349606041,730.621117635489,503.644908758794,478.343426964626,503.269760861264,383.466520017638,401.128415318544,383.5499868249,776.224364974893,301.245157900063,409.756861689743
"Atp1b4",0,1.64628421712696,0.738001128924736,0,0,0.619790345888256,0,0,0,0,1.12825901835229,2.20299388005238
"Atp2a1",1.39771763336061,1.64628421712696,5.16600790247315,0,2.77032872759436,0.619790345888256,139.712608068442,110.567447812163,26.3448475798922,5.140558708443,4.51303607340918,1.10149694002619
"Atp2a2",2847.84967797225,2216.72169836146,3920.99999797712,1828.86688310809,1497.82439871935,2111.62570844129,2051.09999079202,2352.772436003,4639.01771943572,2005.84600803446,2166.2573152364,2323.05704651524
"Atp2a3",21.6646233170895,51.8579528394994,18.4500282231184,13.1210096470227,22.1626298207549,76.2342125442555,47.5617389169164,39.8557079322912,27.1196960381243,33.9276874757238,34.9760295689211,16.5224541003929
"Atp2b1",879.164391383826,828.904103323427,923.239412284845,750.925475183452,748.912199359675,826.180531069046,862.05651786911,1005.39237429199,897.274514632797,797.814711550353,777.370463644731,783.164324358621
"Atp2b2",20.9657645004092,26.3405474740314,23.6160361255915,346.192792994522,141.286765107312,109.702891222221,107.013912563062,59.1407278995289,163.493024686978,136.738861644584,14.6673672385798,24.2329326805762
"Atp2b3",0,0,0,0,0.923442909198119,0,0,0,0.774848458232122,59.6304810179388,0,0
"Atp2b4",208.259927370731,194.261537620982,199.260304809679,107.996002479341,116.353806558963,231.18179901632,169.438694891515,236.562911598116,194.486963016263,215.903465754606,208.727918395174,269.866750306417
"Atp2c1",1082.5323070378,955.667988042203,1152.75776338044,1017.38290186145,875.423877919817,822.461788993716,802.604344222964,817.684846610878,911.221786880976,958.200143253775,720.957512727116,837.137674419905
"Atp2c2",0,0,0,2.01861686877272,0,0,0,0,0.774848458232122,0,0,0
"Atp4a",2.79543526672123,2.46942632569045,1.47600225784947,13.1210096470227,18.4688581839624,16.7343393389829,17.8356520938436,5.14267199126338,2.32454537469637,1.0281117416886,2.25651803670459,2.20299388005238
"Atp4b",0.698858816680307,0.823142108563482,0,0,0,0.619790345888256,0,0,0,1.0281117416886,0,0
"Atp5a1",17628.0147919441,17440.7349962431,19518.6538578014,15271.8459207,15108.4494373904,15815.8100463765,13899.9181984688,16801.1093954575,16556.961855504,17054.3175711305,17063.7893935601,15481.5394920681
"Atp5b",21509.4766597865,20958.8443682434,23554.0440307619,20130.656723836,19263.942528782,18105.3155840877,15517.017321644,18832.4648320065,17521.648186003,24143.1480300734,23466.6593227094,18298.0671677151
"Atp5c1",4152.61908871438,3573.25989327408,4697.37718560594,4016.03826042333,3812.89577207904,3658.62241177838,3581.99346218027,3502.15962605036,2958.37141353024,4569.95669180583,4074.14331527013,3463.10637944234
"Atp5d",1804.45346466855,1764.81668076011,2037.6211169612,1327.24059121806,1652.96280746463,1517.86655708034,1736.00347046745,1865.50426483079,1863.51054204825,1972.94643230042,2135.79432174089,2161.13699633139
"Atp5e",2128.02509679153,1855.36231270209,2236.88142177087,2412.2471581834,2569.94161629837,2497.13530358379,704.508257706824,1247.09795788137,2909.55596066162,3050.40753759008,2557.76319460465,1555.31367931698
"Atp5f1",3780.12733942378,3572.43675116551,4374.13269113691,3541.66329626174,3471.22189567573,3558.21637574448,2975.58129098958,2900.46700307255,3383.76321709968,3887.2904953246,3708.58739332399,2274.59118115408
"Atp5g1",301.208149989212,308.678290711306,329.148503500432,283.615670062567,264.104672030662,386.749175834272,184.301738303051,236.562911598116,344.032715455062,391.710573583357,358.78636783603,320.535609547621
"Atp5g2",4.19315290008184,4.11571054281741,2.95200451569894,1.00930843438636,4.6172145459906,2.47916138355303,5.94521736461455,2.57133599563169,2.32454537469637,7.1967821918202,2.25651803670459,2.20299388005238
"Atp5g3",3706.04830485567,3593.83844598816,4236.86448115691,3079.40003331279,3105.53850363328,2959.49890161642,2238.37433777738,3034.1764748454,3563.52805940953,3009.28306792253,3834.95240337945,2468.45464259869
"Atp5h",763.153827814895,710.371639690285,833.941275684952,805.428130640316,751.682528087269,724.534914343372,582.631301732226,614.549302955974,827.538153391906,1003.43705988807,786.396535791549,807.397257039198
