"","Kidney_LTDR_rep1","Kidney_LTDR_rep2","Kidney_LTDR_rep3","Kidney_LTAL_rep1","Kidney_LTAL_rep2","Kidney_LTAL_rep3","Kidney_Young_rep1","Kidney_Young_rep2","Kidney_Young_rep3","Kidney_STDR_rep1","Kidney_STDR_rep2","Kidney_STDR_rep3"
"1110008F13Rik",318.435226722648,235.063409424019,409.158413383917,376.493352778594,343.673400305479,304.089840438027,522.959184754283,354.680272378013,452.707200390213,318.619129691919,279.793916273538,277.969723263924
"1110008J03Rik",102.664909161947,102.201482358269,121.110890361639,97.6569788777241,127.908521166325,92.6285686304211,132.755949629201,116.767167861074,73.1648000630647,104.942014938211,109.662817000984,117.198045484249
"1110008L16Rik",160.087654964391,217.543155305458,245.49504803035,239.85924636634,266.799087079253,184.038340305179,292.187160165204,277.322023670051,266.74666689659,197.240413618807,269.545054871577,162.274216824345
"1110008P14Rik",233.171149622048,243.823536483299,579.368313351627,385.488074517332,301.03722658337,237.66540635437,379.657201743323,361.97822036933,224.067200193136,228.849454262846,266.470396450988,238.903708102508
"1110012D08Rik",74.8235778637916,74.4610800038818,62.1920788343554,47.971849273268,61.3702500545498,61.5492462610035,48.3876825751294,61.3027631270639,39.6309333674934,103.67765331245,85.0655496362771,93.1574207695314
"1110012J17Rik",118.325658017159,151.842202360857,265.134651872778,168.329792539235,120.80249221264,124.926687955502,107.941753436827,145.958959826343,106.698666758636,112.528184692781,141.434287347063,118.700584528919
"1110012L19Rik",156.607488552122,151.842202360857,175.119800928317,173.897953615596,211.242860714082,131.020672733819,196.032149919755,154.716497415923,129.562666778344,187.125520612714,135.284970505886,186.314841539063
"1110014N23Rik",403.699303823247,334.344849429195,330.599998014205,340.086145740846,375.973531913137,368.076680610358,356.083715360567,326.948070011008,275.892266904473,312.297321563111,346.411515386285,398.172846837513
"1110017D15Rik",1.74008320613469,1.4600211765467,1.63663365353567,0.856640165594071,2.58401052861262,1.21879695566344,0.620354904809351,0,1.52426666798052,2.52872325152316,1.02488614019611,1.50253904466986
"1110017F19Rik",83.523993894465,67.1609741211483,80.1950490232477,64.2480124195553,60.0782447902435,44.4860888817154,57.0726512424603,55.4644047340102,56.3978667152791,56.8962731592712,43.0452178882366,75.1269522334931
"1110018G07Rik",685.592783217067,726.360535331984,851.049499838548,792.820473257313,748.717050665507,780.639450102431,756.832983867408,830.50648141189,803.288534025731,751.03080570238,711.2709812961,764.792373736959
"1110018J18Rik",1607.83688246845,1455.64111301706,1649.72672276395,1455.85996142712,1371.46358806115,1226.10973739742,1453.49154196831,1529.64989898007,1597.43146804358,2125.39189290522,1355.92436347945,1999.87946845559
"1110020G09Rik",1138.01441681209,1169.47696241391,1418.96137761542,1042.95940161078,882.43959552121,854.9860643979,1661.31043507944,1274.22171928397,1655.35360142684,916.662178677147,780.963238829435,595.005461689265
"1110021J02Rik",69.6033282453875,73.7310694156084,73.6485144091051,75.3843345722782,69.1222816403876,95.6755610195797,78.1647180059782,55.4644047340102,79.2618667349868,63.2180812880791,69.6922575333354,106.68027217156
"1110021L09Rik",165.307904582795,175.202541185604,202.942573038423,230.007884462008,215.118876507001,198.66390377314,251.864091352596,197.044595765563,266.74666689659,204.826583373376,207.027000319614,216.36562243246
"1110025L11Rik",0,0,0,0,0,0,0,0,0,0,0,0
