"","Blood_Young_rep1","Blood_Young_rep2","Blood_Young_rep3","Blood_LTDR_rep2","Blood_LTDR_rep3","Blood_LTAL_rep2","Blood_LTAL_rep3","Blood_STDR_rep1","Blood_STDR_rep2","Blood_STDR_rep3"
"Plac8l1",1.02379798209686,0.390564036892447,0.7234040982577,0,1.3723775342361,0,0,0,0,0
"Plac9",0,0,0,0,0,0,0,0,0,0
"Plag1",12.2855757851623,7.03015266406405,7.234040982577,3.75669185369762,10.9790202738888,5.73430385026711,5.72517627071873,6.35342634701733,4.34620931522298,3.75399792783968
"Plagl1",11.2617778030655,1.95282018446224,5.7872327860616,1.25223061789921,4.11713260270829,1.9114346167557,0,0,1.44873643840766,1.87699896391984
"Plagl2",35.8329293733901,46.4771203902012,35.4468008146273,28.8013042116818,49.4055912324995,45.8744308021368,44.3701160980701,89.6539051190224,78.2317676740137,67.5719627011142
"Plat",4.09519192838744,2.73394825824713,4.3404245895462,1.25223061789921,2.7447550684722,0,2.86258813535936,0.705936260779704,4.34620931522298,1.25133264261322
"Plau",11.2617778030655,8.2018447747414,9.4042532773501,5.00892247159683,4.11713260270829,3.8228692335114,5.72517627071873,4.94155382545793,11.5898915072613,5.63099689175951
"Plaur",119.784363905333,74.9882950833499,53.5319032710698,83.8994513992469,65.8741216433327,108.951773155075,70.1334093163044,48.0036657330199,194.130682746627,131.389927474389
"Plb1",17.4045656956466,8.59240881163384,9.4042532773501,1.25223061789921,16.4685304108332,1.9114346167557,0,1.41187252155941,0,0.625666321306612
"Plbd1",394.162223107292,235.510114246146,156.255285223663,525.936859517667,216.835650409303,410.958442602476,654.101388929614,160.953467457772,304.234652065609,237.127535775206
"Plbd2",51.1898991048431,46.4771203902012,22.4255270459887,46.3325328622707,31.5646832874303,30.5829538680912,34.3510576243124,64.240199730953,89.821659181275,69.448961665034
"Plcb1",78.8324446214583,20.3093299184073,10.8510614738655,60.1070696591619,43.9160810955551,36.3172577183583,60.1143508425466,16.9424702587129,47.8083024674528,61.9409658093546
"Plcb2",133.093737672592,131.229516395862,117.914868016005,101.430680049836,104.300692601943,122.331815472365,104.484466940617,145.422869720619,123.142597264651,128.887262189162
"Plcb3",41.9757172659713,45.6959923164163,23.8723352425041,36.314687919077,34.3094383559025,42.0515615686254,41.5075279627108,45.179920689901,66.6418761667524,64.4436310945811
"Plcb4",17.4045656956466,17.1848176232677,10.1276573756078,15.0267674147905,27.447550684722,15.2914769340456,30.0571754212733,24.0018328665099,20.2823101377072,37.5399792783967
"Plcd1",14.3331717493561,6.63958862717161,6.5106368843193,3.75669185369762,9.60664273965269,5.73430385026711,1.43129406767968,3.52968130389852,10.1411550688536,7.50799585567935
"Plcd3",10.2379798209686,27.7300466193638,12.2978696703809,12.5223061789921,5.48951013694439,0,1.43129406767968,64.9461359917327,28.9747287681532,57.5613015602083
"Plcd4",8.19038385677489,2.73394825824713,6.5106368843193,2.50446123579841,2.7447550684722,1.9114346167557,0,4.94155382545793,2.89747287681532,0.625666321306612
"Plce1",11.2617778030655,6.63958862717161,5.0638286878039,2.50446123579841,12.3513978081249,0,2.86258813535936,4.23561756467822,34.7696745217839,4.37966424914629
"Plcg1",134.117535654689,200.749914962718,166.382942599271,126.47529240782,159.195793971387,185.409157825303,65.8395271132653,211.780878233911,131.835015895097,81.9622880911662
"Plcg2",459.685293961491,415.169571216672,441.276499937197,510.910092102877,380.148576983399,391.844096434919,490.933865214131,611.340801835223,588.18699399351,715.136605253458
"Plch1",10.2379798209686,3.90564036892447,4.3404245895462,0,2.7447550684722,0,0,0.705936260779704,0,0.625666321306612
"Plch2",12.2855757851623,8.59240881163384,9.4042532773501,1.25223061789921,6.86188767118049,1.9114346167557,1.43129406767968,0.705936260779704,2.89747287681532,0
"Plcl1",5.11898991048431,13.6697412912357,0.7234040982577,5.00892247159683,5.48951013694439,0,10.0190584737578,8.47123512935645,11.5898915072613,1.87699896391984
"Plcl2",402.352606964066,320.653074288699,431.148842561589,1049.36925779954,776.765684377632,1079.96055846697,1269.55783803188,572.51430749234,494.019125497012,389.79011817402
"Plcxd1",9.21418183887175,14.4508693650206,7.9574450808347,11.2700755610929,15.0961528765971,11.4686077005342,4.29388220303904,15.5305977371535,5.79494575363064,9.38499481959919
"Plcxd2",73.713454710974,106.623982071638,78.1276426118316,45.0803022443715,96.0664273965269,36.3172577183583,27.194587285914,46.5917932114604,20.2823101377072,25.0266528522645
"Plcxd3",3.07139394629058,2.34338422135468,1.4468081965154,0,4.11713260270829,0,2.86258813535936,0,4.34620931522298,0.625666321306612
"Plcz1",3.07139394629058,0.390564036892447,2.8936163930308,0,2.7447550684722,0,0,0,0,0
"Pld1",40.9519192838744,25.7772264349015,10.8510614738655,21.2879205042865,15.0961528765971,15.2914769340456,24.3319991505546,13.4127889548144,36.2184109601915,30.0319834227174
"Pld2",46.0709091943588,19.9187658815148,9.4042532773501,23.7923817400849,20.5856630135415,34.4058231016026,31.488469488953,28.9433866919679,26.0772558913379,35.0373139931703
"Pld3",101.356000227589,101.937213628929,101.276573756078,136.493137351014,115.279712875832,210.257807843127,304.865636415772,88.9479688582427,160.80974466325,103.860609336898
"Pld4",352.18650584132,339.790712096429,258.255263077999,559.747086200946,196.249987395762,388.021227201407,541.02915758292,328.260361262562,522.993854265166,443.597421806388
"Pld5",13.3093737672592,2.34338422135468,2.8936163930308,1.25223061789921,6.86188767118049,0,0,0,0,0.625666321306612
"Pld6",1.02379798209686,1.95282018446224,0.7234040982577,1.25223061789921,2.7447550684722,0,0,0,1.44873643840766,0
"Pldi",0,2.73394825824713,0,0,2.7447550684722,0,0,0,0,0.625666321306612
"Pldn",55.2850910332305,46.0865563533088,41.9574376989466,42.575841008573,45.2884586297912,45.8744308021368,45.8014101657498,46.5917932114604,34.7696745217839,53.8073036323687
