"","Lung_LTDR_rep1","Lung_LTDR_rep2","Lung_LTDR_rep3","Lung_LTAL_rep2","Lung_LTAL_rep3","Lung_Young_rep1","Lung_Young_rep2","Lung_Young_rep3","Lung_STDR_rep1","Lung_STDR_rep2","Lung_STDR_rep3"
"Cuedc1",123.319158906389,136.896537938459,102.587954495465,103.656923036713,98.7521065593921,145.780319543288,78.3275078984218,185.269537155613,106.169363622469,115.435755691947,172.451976986298
"Cuedc2",298.674725906225,307.071792281848,323.475532192906,290.239384502796,278.720898887256,212.975935582773,287.558522147631,269.583817537808,349.513303252731,333.589768567407,280.409718676907
"Cul1",1846.93607356332,1617.79941795782,2132.16586505438,1946.31116666581,1726.77748946376,1593.33333625828,1825.13823198925,1352.35668139337,2327.27003268014,2031.86495400148,1683.86036065483
"Cul2",472.604637889803,474.221708770243,503.697614414668,470.724379907897,490.06886526203,440.75768486916,521.468066282644,393.836441258938,425.617006380341,422.612258126451,356.120342719672
"Cul3",1809.15621563246,1732.76225644757,1612.7565819332,1745.09478665337,1808.91709211597,1875.7827053734,1840.15994583279,1456.64013344503,1682.73743582161,1576.96981504593,1517.01657804207
"Cul4a",1117.71353274692,1151.14105382506,1118.30112558119,1159.73804479899,1146.26276959593,923.654993356302,887.354096328696,888.628139291293,1312.55399097867,1059.46545266423,991.248355522868
"Cul4b",884.618937588606,874.322640093144,898.337763690014,929.253827693827,945.06688894222,919.099358370575,868.040464244154,691.155219448783,794.860899332823,715.114723820454,839.827107437338
"Cul5",837.572322052064,803.227200500795,848.43011015168,1002.42342042562,922.916883732636,941.877533299213,881.989198527434,713.343187970414,761.976583166571,773.810870782461,731.869365746728
"Cul7",337.167411345214,416.740289525365,389.094854437753,336.580126566268,306.408405399235,332.561353958126,306.872154232173,440.431175154361,355.150614595517,331.63323033534,284.615864457061
"Cul9",307.228656003778,386.48691097543,295.749058004943,278.04445238083,237.189639119288,241.448654243571,197.428239086433,306.193965598498,412.463279913841,312.067848014671,257.976941182755
"Cuta",177.494049524225,184.545609154608,155.268255452595,158.534117585561,164.279205304409,133.252323332537,160.946934037853,138.674803260189,179.454411078687,137.935945360717,121.978227624455
