"","Lung_LTDR_rep1","Lung_LTDR_rep2","Lung_LTDR_rep3","Lung_LTAL_rep2","Lung_LTAL_rep3","Lung_Young_rep1","Lung_Young_rep2","Lung_Young_rep3","Lung_STDR_rep1","Lung_STDR_rep2","Lung_STDR_rep3"
"0610037P05Rik",371.383131735426,282.112754978151,402.033875725469,479.260832393273,416.235514563419,325.727901479535,401.29435553438,292.88118448552,399.30955344734,295.437273042103,322.471176478443
"0610039K10Rik",15.6822051788472,18.9083615937099,31.4233374130252,15.8534117585561,29.5333402794444,43.2785323644137,40.7732232895894,55.4699213040757,24.4283491520726,38.1524955253047,61.6901381089196
"0610040J01Rik",151.832259231566,180.007602372118,108.133249333057,187.80195467828,126.439613071371,146.91922828972,129.830526790535,144.221795390597,151.267854364757,99.7834498354122,84.1229156030722
"0910001L09Rik",238.084387715225,252.615710891964,245.841404466609,323.165701232105,296.256319678176,185.642125668406,255.36913534006,220.770286790221,268.711840672798,284.676312765735,280.409718676907
"1100001G20Rik",141.852674117754,394.806590076662,237.52346221022,363.408977234594,248.264641724079,93.390517207419,61.1598349343841,48.8135307475866,130.597712774542,190.762477626523,98.1434015369176
"1110001A16Rik",126.883296447036,90.003801186059,121.072270620773,157.314624373364,135.668781908698,104.779604671738,70.8166509766553,69.8921008431354,88.317877703647,76.3049910506093,74.3085754493805
"1110001J03Rik",108.349781235671,70.3391051286007,103.51217030173,107.315402673303,129.208363722569,75.167977264508,135.195424591796,53.2511244519127,150.328302474293,93.9138351392114,75.710624042765
"1110002B05Rik",672.909167674169,478.003381088985,605.361353103867,704.867076649649,711.568917357863,602.482726862496,658.809449994945,463.728542102073,485.748327370058,431.416680170753,347.708051159365
"1110002E22Rik",17.107860195106,1.51266892749679,2.77264741879634,4.8779728487865,8.30625195359373,15.9447224500471,8.58383648201883,21.0785700955488,4.69775945232165,2.93480734810036,18.226631713999
"1110002L01Rik",29.2259278333061,27.2280406949422,24.953826769167,26.8288506683257,33.2250078143749,36.445079885822,40.7732232895894,36.61014806069,38.5216275090375,37.1742264092712,46.2676035816897
"1110002N22Rik",64.8673032397769,65.0447638823619,71.1646170824393,101.21793661232,99.6750234431247,74.029068518076,74.0355896574124,53.2511244519127,93.955189046433,68.4788381223417,72.9065268559959
"1110003E01Rik",1860.47979621778,1698.72720557889,1999.07878895216,1857.28816217546,1835.68168174421,1347.32904702898,1481.7847727085,1295.77736166321,1835.8843939673,1575.01327681386,1420.27522509854
"1110003O08Rik",69.1442682885534,87.7347977948138,96.1184438516064,64.6331402464211,51.6833454890276,58.0843460680289,47.2111006511035,80.9860851039505,103.350707951076,119.348832156081,105.15364450384
"1110004E09Rik",254.479420402202,264.717062311938,217.19071447238,319.507221595515,218.731301444635,156.030498261176,168.457790959619,142.002998538434,278.107359577442,175.110171769988,100.947498723687
"1110004F10Rik",334.316101312696,333.543498513042,390.019070244018,398.774280388296,447.614688610329,367.867525097516,434.556721902203,292.88118448552,381.458067528518,337.502845031541,235.544163688602
"1110005A03Rik",159.673361820989,148.997889358434,242.144541241547,231.703710317359,210.425049491041,157.169407007608,229.617625894004,158.643974929657,163.482028940793,167.28401884172,166.84378261276
"1110006G14Rik",7.84110258942358,5.29434124623876,0.924215806265446,2.43898642439325,1.84583376746527,3.41672623929582,1.07297956025235,3.32819527824454,4.69775945232165,2.93480734810036,5.60819437353815
"1110007C09Rik",148.268121690919,142.947213648447,164.510413515249,115.851855158679,141.206283211093,83.1403384895315,105.151996904731,110.939842608151,194.487241326116,165.327480609653,157.029442459068
"1110008E08Rik",0,0,0,0,0,0,1.07297956025235,0,0,0,0
"1110008F13Rik",226.679147585154,211.017315385802,276.340526073368,249.996108500308,268.568813166197,183.364308175542,232.836564574761,191.925927712102,311.931227634157,264.132661329032,148.617150898761
"1110008J03Rik",55.6005456340945,48.4054056798972,54.5287325696613,57.3161809732413,61.8354312100866,34.1672623929582,40.7732232895894,45.4853354693421,70.4663917848247,65.5440307742413,47.6696521750743
"1110008L16Rik",77.6981983861064,84.7094599398202,100.739522882934,96.3399637635333,92.2916883732636,100.223969686011,93.3492217419547,94.2988662169287,119.32309008897,97.8269116033453,71.5044782626114
"1110008P14Rik",184.622324605519,183.78927469086,227.3570883413,248.776615288111,238.11255600302,135.530140825401,225.325707652994,150.878185947086,248.041699082583,194.675554090657,131.792567778146
"1110012D08Rik",57.7390281584827,62.0194260273683,50.8318693445995,32.9263167293088,40.608342884236,39.8618061251179,25.7515094460565,56.5793197301572,42.2798350708948,39.1307646413381,74.3085754493805
"1110012J17Rik",1280.23820460043,1359.13303135586,1358.59723521021,1128.03122128188,1196.1002813175,1637.75077736913,1274.6997175798,1923.69687082535,1940.17465380884,1188.59697598064,1343.16255246239
